date,channel_group,device_category,sessions,new_users,engaged_sessions,conversions,revenue_usd,bounce_rate,avg_session_duration_sec
2026-02-03, Email ,MOBILE,154.0,105.0,102.0,8,676.35,0.529,218.0
2026-03-13,paid social, mobile ,179.0,101.0,83.0,2,128.72,0.465,139.0
03-Jan-2026,PAID SOCIAL,tablet,241.0,152.0,112.0,8,588.37,0.396,103.0
2026-02-27,Referral,desktop,64.0,42.0,29.0,2,180.4,0.296,52.0
2026-03-27,Direct,desktop,118.0,68.0,72.0,-,173.99,0.288,98.0
2026-01-29,Paid Soical, desktop ,267.0,179.0,117.0,2,128.35,0.348,134.0
2026-02-11,Paid Search,mobile,251.0,152.0,124.0,5,473.44,0.283,201.0
2026-04-03,Referal,desktop,51.0,29.0,26.0,1,89.04,0.578,217.0
2026-01-19,DIRECT,MOBILE,168.0,102.0,76.0,5,498.9,0.426,89.0
2026-01-14,Organic Search, mobile ,473.0,323.0,259.0,10,1022.34,0.326,162.0
"February 26, 2026",paid social,tablet,168.0,118.0,94.0,3,179.27,0.373,172.0
2026-03-11,Email,mobile,109.0,72.0,62.0,5,561.74,0.337,96.0
2026-03-07, Email ,desktop,147.0,90.0,89.0,4,378.98,0.368,225.0
2026-03-10,Direct,desktop,145.0,86.0,72.0,3,$290.22,0.445,191.0
2026-02-06,Organic  Search, mobile ,487.0,352.0,298.0,8,813.75,0.59,232.0
2026-01-28,Paid-Search,Desktop,256.0,172.0,137.0,15,1355.11,0.303,151.0
2026-03-21,direct,desktop,148.0,110.0,72.0,6,553.54,0.591,94.0
2026-02-01,PAID SOCIAL,desktop,281.0,167.0,169.0,8,515.46,0.529,225.0
2026-02-20,direct,mobile,160.0,118.0,107.0,1,85.13,0.597,60.0
2026-04-16,Organic Search,mobile,353.0,199.0,237.0,12,1094.71,0.433,131.0
2026-03-20,paid search,DESKTOP,177.0,97.0,108.0,8,740.0,0.296,152.0
2026-02-08,DIRECT,mobile,183.0,101.0,117.0,2,222.21,0.515,72.0
2026-01-08,Email,desktop,118.0,86.0,58.0,6,612.91,0.603,138.0
2026-03-08,referral,desktop,65.0,50.0,36.0,0,0.0,0.568,167.0
2026-01-18,Email,Mobile,137.0,98.0,78.0,7,568.51,0.517,86.0
2026-01-17,Referal,desktop,76.0,49.0,35.0,2,202.67,0.363,231.0
2026-01-19,Paid Search, mobile ,306.0,206.0,158.0,5,376.17,0.492,65.0
2026-03-08,Direct,desktop,139.0,86.0,94.0,4,434.49,0.555,219.0
2026-03-16,Paid Search,mobile,191.0,115.0,123.0,3,222.51,0.542,102.0
2026-03-30,Direct,mobile,121.0,87.0,61.0,3,$321.87,0.425,241.0
2026-01-26,Referral,mobile,68.0,50.0,45.0,2,155.63,0.56,201.0
2026-02-15,Paid Social,MOBILE,266.0,202.0,172.0,5,362.21,0.339,208.0
2026-04-21,Referral,mobile,53.0,32.0,25.0,1,101.74,0.389,91.0
2026-01-18,ORGANIC SEARCH, mobile ,559.0,372.0,235.0,9,890.48,0.451,231.0
2026-04-25,email,TABLET,102.0,59.0,59.0,5,417.08,0.35,161.0
2026-01-25,Organic  Search,mobile,532.0,375.0,251.0,13,1325.76,0.506,114.0
2026-02-27,organic search,mobile,317.0,227.0,152.0,9,923.28,0.445,92.0
2026-04-02,Paid Search,Mobile,196.0,146.0,128.0,4,293.98,0.465,248.0
2026-02-08,Paid  Search,mobile,363.0,216.0,218.0,8,$644.38,0.319,67.0
2026-01-30,Email,Mobile,142.0,94.0,65.0,4,367.04,0.301,132.0
2026-04-10,Direct,desktop,152.0,86.0,84.0,6,650.74,0.284,137.0
2026-02-24,Referal,mobile,69.0,51.0,44.0,1,75.87,0.46,64.0
2026-01-24,Referal,desktop,81.0,62.0,48.0,2,196.28,0.391,197.0
2026-04-14,referral,desktop,51.0,34.0,26.0,1,75.66,0.57,98.0
2026-03-01,Paid Search,mobile,283.0,171.0,135.0,12,1118.15,0.56,218.0
2026-04-12,ORGANIC SEARCH,desktop,380.0,244.0,245.0,13,1187.51,0.342,246.0
2026-01-29,Paid Search,mobile,283.0,159.0,148.0,10,$806.47,0.344,252.0
2026-01-19,Email,desktop,143.0,85.0,79.0,3,255.04,0.552,243.0
2026-04-07,Paid Search,desktop,163.0,121.0,103.0,6,470.76,0.301,181.0
2026-04-15,Paid Soical,mobile,157.0,87.0,70.0,1,60.94,0.346,255.0
2026-04-13,Email,mobile,98.0,70.0,49.0,3,340.46,0.481,75.0
2026-03-09,Referral,desktop,56.0,34.0,32.0,1,$93.36,0.556,184.0
2026-03-17,Organic Search,mobile,346.0,229.0,171.0,9,779.61,0.506,49.0
2026-01-07,Paid Search,desktop,240.0,182.0,114.0,4,325.02,0.291,112.0
2026-03-26,Paid Search,Desktop,166.0,126.0,84.0,6,483.14,0.61,209.0
2026-01-18,Direct,mobile,217.0,146.0,94.0,7,$608.89,0.366,48.0
2026-04-02,PAID SOCIAL,mobile,153.0,89.0,97.0,5,333.29,0.413,170.0
2026-01-16,Referral,desktop,65.0,36.0,36.0,2,164.49,0.391,45.0
2026-04-23,Direct,desktop,151.0,85.0,85.0,3,$348.95,0.293,230.0
2026-03-02,Paid Soical,desktop,201.0,146.0,114.0,6,479.13,0.349,239.0
2026-02-14,Organic Search,mobile,508.0,384.0,343.0,13,1376.75,0.619,108.0
2026-01-23,Paid Soical,desktop,229.0,129.0,138.0,10,770.42,0.573,225.0
2026-03-18,direct,desktop,124.0,68.0,62.0,2,$229.80,0.443,124.0
2026-03-16,direct,desktop,102.0,77.0,58.0,3,312.81,0.492,87.0
2026-04-11,Paid Social,mobile,173.0,108.0,106.0,3,181.76,0.511,66.0
2026-04-28,Organic Search,mobile,459.0,276.0,239.0,11,950.61,0.541,87.0
2026-03-04,Paid-Search,desktop,236.0,168.0,154.0,8,685.03,0.528,167.0
2026-02-03,Paid Search, desktop ,262.0,152.0,150.0,9,689.32,0.411,96.0
2026-03-26,Paid Social,mobile,175.0,118.0,105.0,4,330.84,0.415,126.0
2026-01-09,referral,desktop,59.0,34.0,29.0,1,101.97,0.4,141.0
2026-01-31,Organic  Search,DESKTOP,546.0,332.0,246.0,5,485.97,0.534,211.0
2026-04-16,Direct,desktop,134.0,102.0,85.0,4,434.41,0.597,186.0
2026-03-04,Referral, desktop ,53.0,32.0,29.0,0,0.0,0.606,253.0
2026-01-26,paid search,mobile,300.0,205.0,159.0,11,977.9,0.326,107.0
2026-02-24,ORGANIC SEARCH,mobile,381.0,260.0,219.0,7,588.13,0.302,124.0
2026-01-27,Paid Search,desktop,368.0,238.0,236.0,13,1242.19,0.354,154.0
2026-04-05,Organic Search,mobile,399.0,245.0,247.0,8,811.25,0.598,182.0
2026-04-03,Paid Social,mobile,175.0,108.0,103.0,3,185.75,0.472,147.0
2026-02-08,Referal,mobile,75.0,47.0,41.0,2,174.37,0.302,71.0
2026-03-11,Referal,tablet,59.0,34.0,39.0,1,92.91,0.589,188.0
2026-03-31,Organic Search,desktop,269.0,205.0,143.0,8,$828.39,0.43,185.0
2026-01-23,Organic Search, desktop ,423.0,271.0,206.0,8,845.62,0.309,89.0
2026-04-06,Paid Search,Desktop,196.0,123.0,84.0,6,421.92,0.568,54.0
02/27/2026,DIRECT,desktop,135.0,93.0,66.0,6,615.88,0.591,52.0
2026-02-04,Referral,mobile,70.0,46.0,40.0,1,98.95,0.371,156.0
2026-03-29,Paid Search,desktop,235.0,148.0,113.0,14,1109.86,0.389,120.0
2026-02-18,referral, desktop ,61.0,39.0,32.0,1,$73.23,0.371,251.0
2026-03-15,Direct,desktop,150.0,113.0,100.0,4,434.34,0.332,159.0
24-Jan-2026,direct,tablet,238.0,149.0,138.0,6,626.49,0.431,184.0
2026-01-19,Organic  Search,desktop,551.0,339.0,346.0,13,1131.28,0.485,244.0
2026-04-07,Orgnic Search,desktop,306.0,215.0,199.0,4,346.24,0.594,54.0
2026-03-27,Referal,Mobile,51.0,28.0,23.0,0,0.0,0.429,227.0
2026-01-11,Paid Search,mobile,317.0,184.0,147.0,14,$962.11,0.342,80.0
2026-04-05, Email ,desktop,111.0,83.0,58.0,3,267.69,0.295,116.0
2026-03-07,Referral, tablet ,62.0,37.0,27.0,3,295.4,0.48,139.0
2026-02-14,paid social,Mobile,226.0,155.0,149.0,3,222.21,0.606,231.0
2026-02-08,Paid Social,mobile,256.0,162.0,133.0,5,368.6,0.597,53.0
2026-02-17,Paid Social,Mobile,233.0,150.0,111.0,6,449.73,0.387,82.0
2026-01-13,Paid  Search,desktop,302.0,184.0,140.0,7,518.02,0.531,243.0
2026-04-25,Paid Social,desktop,217.0,126.0,115.0,4,276.75,0.553,62.0
2026-03-23,Paid Social,mobile,173.0,122.0,97.0,4,250.83,0.302,120.0
2026-03-10,PAID SOCIAL,tablet,157.0,96.0,83.0,3,221.81,0.317,58.0
2026-01-12,Paid-Search,desktop,288.0,188.0,190.0,12,1044.64,0.57,131.0
2026-01-11,direct,Tablet,207.0,159.0,134.0,4,344.54,0.563,241.0
2026-02-18,Organic  Search,tablet,399.0,281.0,201.0,N/A,1251.12,0.556,208.0
2026-02-23,Paid Search,mobile,265.0,148.0,135.0,8,725.72,0.3,230.0
2026-03-13,Referral,mobile,54.0,32.0,22.0,0,0.0,0.31,217.0
2026-04-17,Email, mobile ,86.0,50.0,52.0,2,174.59,0.57,173.0
2026-02-25,Organic Search,Desktop,389.0,273.0,229.0,6,631.98,0.294,99.0
2026-02-05,Referral,mobile,72.0,47.0,47.0,0,$0.00,0.384,170.0
2026-01-01,direct,mobile,139.0,76.0,88.0,2,$231.62,0.453,227.0
2026-04-22,email,mobile,114.0,82.0,71.0,5,552.96,0.503,180.0
2026-03-16, Email ,desktop,114.0,66.0,70.0,1,$109.95,0.483,140.0
2026-03-18,Email,desktop,93.0,56.0,41.0,5,505.51,0.41,144.0
2026-03-07,Paid Soical,desktop,226.0,144.0,118.0,3,196.86,0.547,104.0
2026-02-09,Paid Search,MOBILE,282.0,169.0,120.0,5,460.01,0.524,206.0
2026-01-20,Paid Social,mobile,243.0,165.0,110.0,5,349.97,0.574,128.0
2026-01-22,Referal,mobile,68.0,51.0,42.0,1,86.88,0.616,63.0
2026-02-09, Email ,MOBILE,159.0,96.0,95.0,6,536.32,0.536,125.0
2026-01-05,Email,MOBILE,119.0,68.0,61.0,5,541.83,0.408,124.0
2026-04-12,PAID SOCIAL,mobile,163.0,91.0,100.0,3,$205.49,0.501,169.0
2026-02-13,Referal,Desktop,66.0,38.0,28.0,2,197.53,0.512,205.0
2026-01-08,Paid  Search,mobile,238.0,172.0,143.0,9,797.39,0.383,81.0
2026-01-22,direct,desktop,174.0,107.0,78.0,5,$446.85,0.449,98.0
2026-01-06,Organic Search,mobile,392.0,232.0,208.0,9,890.03,0.313,201.0
2026-02-05,DIRECT,MOBILE,188.0,131.0,121.0,4,444.38,0.496,128.0
2026-01-20, Organic Search ,tablet,462.0,347.0,274.0,6,$646.25,0.29,109.0
2026-02-17,Paid Search,mobile,311.0,234.0,167.0,13,967.27,0.492,101.0
2026-02-24,Email,Mobile,144.0,103.0,80.0,8,909.7,0.32,259.0
2026-04-05,Referal,mobile,51.0,33.0,31.0,1,96.13,0.409,205.0
2026-04-10,Paid Social,mobile,180.0,121.0,94.0,2,$166.58,0.477,58.0
2026-02-23,Referral,mobile,65.0,42.0,41.0,1,101.37,0.561,238.0
2026-02-26,Organic Search,desktop,434.0,255.0,231.0,8,736.57,0.547,68.0
2026-02-15,Organic  Search,desktop,556.0,376.0,362.0,9,924.72,0.467,190.0
01/21/2026,Paid Search,mobile,319.0,199.0,181.0,7,664.3,0.32,232.0
2026-02-09,direct,mobile,159.0,113.0,97.0,6,591.01,0.616,237.0
2026-04-09,direct,desktop,123.0,90.0,68.0,1,85.04,0.311,138.0
2026-04-09,Paid Soical,mobile,173.0,104.0,114.0,3,207.99,0.325,254.0
2026-01-05,Direct,desktop,128.0,77.0,64.0,1,111.35,0.477,109.0
2026-01-22,Email,tablet,132.0,81.0,84.0,5,418.22,0.547,59.0
2026-04-27,Direct,mobile,132.0,101.0,62.0,6,543.69,0.558,90.0
2026-03-30,Paid Search,mobile,193.0,137.0,92.0,4,360.57,0.583,77.0
2026-01-23,Referal,DESKTOP,68.0,38.0,37.0,1,94.16,0.504,177.0
2026-02-11,referral,mobile,78.0,58.0,46.0,5,$364.73,0.506,205.0
2026-04-18,Email,desktop,123.0,71.0,69.0,7,790.77,0.435,112.0
2026-02-05,Orgnic Search,desktop,447.0,344.0,245.0,11,1124.1,0.494,241.0
2026-02-28,email, desktop ,126.0,98.0,79.0,4,351.87,0.536,222.0
2026-04-09,Email,Tablet,102.0,70.0,56.0,7,761.91,0.398,153.0
2026-02-19,Organic Search,desktop,423.0,278.0,255.0,8,742.23,0.589,115.0
2026-01-09,Email, mobile ,116.0,83.0,63.0,6,560.5,0.567,213.0
2026-01-07,Direct,Desktop,161.0,99.0,89.0,5,494.23,0.549,232.0
2026-03-18,Paid Social,desktop,179.0,124.0,107.0,5,419.87,0.506,102.0
2026-03-18,Paid Search,desktop,216.0,157.0,93.0,9,$624.78,0.466,139.0
2026-04-08,Paid Social,mobile,163.0,112.0,104.0,3,228.69,0.537,65.0
2026-02-22,ORGANIC SEARCH,mobile,451.0,322.0,264.0,10,1042.98,0.411,187.0
2026-02-04,Organic Search,mobile,513.0,380.0,263.0,15,1368.95,0.585,127.0
2026-04-27,Referral,MOBILE,59.0,40.0,34.0,1,91.57,0.326,241.0
2026-02-05,Paid Search,mobile,285.0,205.0,187.0,10,788.7,0.474,164.0
2026-02-09,referral,mobile,74.0,49.0,45.0,4,384.23,0.328,97.0
2026-01-03,Direct,mobile,163.0,124.0,71.0,4,473.13,0.365,218.0
2026-01-02,Paid Social,desktop,165.0,115.0,74.0,7,571.52,0.474,76.0
2026-03-15,Referral,desktop,58.0,36.0,36.0,1,89.67,0.392,244.0
2026-03-08,Paid Search,mobile,313.0,215.0,144.0,8,$631.54,0.347,64.0
2026-03-14,Organic Search,Mobile,475.0,324.0,299.0,11,950.01,0.456,257.0
2026-03-20,Direct,mobile,122.0,68.0,78.0,4,463.97,0.448,104.0
2026-03-18,ORGANIC SEARCH,mobile,374.0,216.0,185.0,7,745.27,0.34,158.0
03/21/2026,paid search,mobile,245.0,185.0,126.0,3,262.56,0.357,142.0
2026-04-16,email,desktop,101.0,73.0,67.0,1,105.26,0.442,231.0
2026-02-07,Paid Soical,Desktop,280.0,192.0,143.0,3,213.77,0.369,209.0
2026-03-05,Email,desktop,115.0,83.0,60.0,7,762.15,0.524,81.0
2026-02-20,Email,mobile,167.0,126.0,88.0,7,643.86,0.374,90.0
2026-03-16,Paid Social,desktop,192.0,132.0,118.0,3,242.9,0.467,88.0
2026-04-12,Paid Search,desktop,225.0,172.0,149.0,5,410.08,0.379,112.0
2026-02-14,Referral, desktop ,78.0,52.0,34.0,0,0.0,0.498,74.0
2026-02-23,Paid Soical,mobile,198.0,150.0,98.0,2,141.35,0.452,237.0
2026-03-25,email,mobile,91.0,68.0,43.0,4,437.38,0.58,106.0
2026-03-06,ORGANIC SEARCH,mobile,387.0,217.0,262.0,9,788.51,0.563,164.0
2026-01-14,Paid Search,tablet,272.0,166.0,140.0,10,836.57,0.316,220.0
2026-04-14,email,mobile,111.0,68.0,49.0,5,$506.31,0.349,125.0
2026-01-09,Paid-Search,Mobile,237.0,178.0,111.0,9,790.24,0.468,218.0
2026-02-11,direct,desktop,178.0,102.0,83.0,2,196.79,0.345,227.0
2026-01-25,email,desktop,153.0,97.0,77.0,6,623.05,0.497,190.0
2026-04-26,Email,desktop,131.0,93.0,63.0,3,$255.29,0.524,105.0
2026-01-10,Email,mobile,143.0,101.0,69.0,5,$509.68,0.368,147.0
2026-03-06,Direct,mobile,129.0,98.0,67.0,6,551.42,0.61,66.0
2026-02-28,Paid Social,mobile,205.0,130.0,134.0,2,162.45,0.374,116.0
2026-01-10,Paid-Search,desktop,282.0,167.0,149.0,12,$975.15,0.541,143.0
2026-02-25,Email,mobile,138.0,105.0,72.0,10,1005.46,0.478,60.0
2026-04-24,Direct, desktop ,143.0,80.0,85.0,5,567.68,0.475,118.0
2026-02-19,Paid Soical,DESKTOP,227.0,125.0,152.0,2,162.36,0.615,220.0
2026-03-01,Paid Social,desktop,232.0,162.0,100.0,8,508.33,0.541,222.0
2026-03-28,Paid Search,desktop,262.0,161.0,112.0,9,676.0,0.299,144.0
2026-03-30,Paid Social, mobile ,168.0,115.0,81.0,2,140.63,0.5,201.0
2026-01-05,Paid  Search,mobile,220.0,154.0,128.0,9,694.45,0.525,231.0
2026-03-20,Paid Soical,tablet,164.0,92.0,84.0,0,0.0,0.584,58.0
2026-01-30,ORGANIC SEARCH,mobile,535.0,311.0,247.0,11,1172.87,0.6,252.0
2026-04-08,Organic Search,Mobile,353.0,219.0,226.0,12,1102.89,0.564,173.0
2026-01-10,Referral,mobile,67.0,39.0,30.0,2,173.54,0.594,186.0
2026-01-26, Email ,mobile,132.0,81.0,69.0,5,477.49,0.551,95.0
2026-03-17,Email,desktop,106.0,59.0,60.0,2,189.71,0.303,48.0
2026-01-27,referral,Tablet,66.0,44.0,44.0,0,0.0,0.334,53.0
2026-02-10,DIRECT,mobile,143.0,89.0,88.0,3,318.29,0.297,108.0
2026-01-27,Paid Soical,desktop,231.0,177.0,102.0,7,503.78,0.551,139.0
2026-04-06,Referal,mobile,57.0,41.0,34.0,0,0.0,0.423,104.0
2026-02-24,Paid Social,mobile,209.0,115.0,116.0,3,217.94,0.295,256.0
2026-03-05,Organic Search,desktop,385.0,271.0,249.0,5,509.99,0.369,59.0
2026-03-29,Referal,mobile,51.0,35.0,31.0,2,167.99,0.34,45.0
2026-03-15,PAID SOCIAL,Desktop,195.0,131.0,92.0,4,330.65,0.527,66.0
2026-04-03, Email ,desktop,100.0,68.0,61.0,5,507.45,0.514,130.0
2026-04-15,referral,desktop,55.0,41.0,32.0,2,174.12,0.507,150.0
10-Jan-2026,Organic Search,desktop,580.0,445.0,377.0,10,1043.59,0.448,192.0
2026-04-04,Organic  Search,desktop,422.0,318.0,260.0,9,724.31,0.451,258.0
2026-03-03,Referral,desktop,56.0,38.0,34.0,0,0.0,0.344,215.0
2026-01-29, Organic Search ,mobile,507.0,279.0,231.0,13,1400.17,0.304,123.0
2026-03-19,paid social,mobile,178.0,117.0,114.0,3,210.74,0.304,49.0
2026-03-24,Organic  Search,DESKTOP,340.0,220.0,224.0,6,635.24,0.478,167.0
2026-03-06,Paid Search,mobile,276.0,165.0,125.0,11,838.27,0.383,77.0
04/23/2026,Email,mobile,109.0,74.0,54.0,7,593.79,0.616,226.0
2026-01-05,Organic Search,mobile,336.0,246.0,152.0,11,909.86,0.475,182.0
2026-03-12,DIRECT,mobile,128.0,82.0,69.0,5,468.1,0.355,119.0
2026-04-10,Referal,desktop,49.0,28.0,22.0,2,150.31,0.561,59.0
2026-04-06,Email,mobile,108.0,61.0,45.0,4,428.73,0.425,64.0
2026-01-04,Orgnic Search,MOBILE,428.0,246.0,246.0,10,972.67,0.384,251.0
2026-04-06,Organic Search,desktop,355.0,255.0,155.0,4,359.85,0.481,222.0
2026-02-12,Paid Social,desktop,251.0,177.0,127.0,5,$412.95,0.381,256.0
2026-04-05,Paid  Search,mobile,220.0,135.0,149.0,2,182.1,0.339,117.0
2026-01-15, Email ,desktop,128.0,73.0,56.0,-,654.78,0.592,176.0
2026-03-01, Organic Search ,MOBILE,466.0,299.0,232.0,14,1286.82,0.573,185.0
2026-03-04,DIRECT,desktop,147.0,98.0,81.0,0,0.0,0.451,230.0
2026-03-31, Email ,desktop,94.0,58.0,50.0,4,412.22,0.517,102.0
2026-04-11,Orgnic Search, desktop ,432.0,331.0,233.0,9,929.11,0.387,89.0
2026-03-19, Email , desktop ,117.0,82.0,61.0,3,$290.51,0.466,215.0
2026-02-06,Paid Social,desktop,210.0,146.0,141.0,5,407.46,0.431,216.0
2026-04-28,DIRECT,DESKTOP,176.0,122.0,86.0,6,$634.37,0.573,146.0
2026-03-21,Referral,desktop,57.0,41.0,29.0,1,96.5,0.318,105.0
2026-04-09,Paid-Search,desktop,223.0,171.0,141.0,8,717.58,0.537,232.0
2026-04-27,PAID SOCIAL, mobile ,195.0,135.0,121.0,5,$298.11,0.565,54.0
