date,channel_group,device_category,sessions,new_users,engaged_sessions,conversions,revenue_usd,bounce_rate,avg_session_duration_sec
2026-01-08,Paid Social,mobile,419,268,283,6,644.86,0.368,244
2026-01-08,Email,desktop,164,111,77,7,1001.87,0.513,53
2026-01-08,Direct,mobile,243,138,156,9,1673.9,0.283,96
2026-01-08,Referral,mobile,79,54,39,3,420.0,0.57,67
2026-01-09,Organic Search,desktop,452,285,236,14,1978.88,0.302,193
2026-01-09,Paid Search,mobile,333,234,223,12,1821.67,0.39,116
2026-01-09,Paid Social,mobile,420,262,278,20,2581.72,0.562,238
2026-01-09,Email,desktop,162,109,81,5,928.41,0.335,116
2026-01-09,Direct,desktop,193,139,123,9,1603.2,0.517,227
2026-01-09,Referral,mobile,67,45,36,1,117.13,0.377,83
2026-01-10,Organic Search,mobile,690,478,359,20,3396.45,0.513,67
2026-01-10,Paid Search,mobile,573,376,265,22,2434.02,0.298,194
2026-01-10,Paid Social,desktop,521,394,288,11,1462.97,0.292,129
2026-01-10,Email,mobile,216,142,132,17,2439.84,0.586,49
2026-01-10,Direct,mobile,281,173,176,13,2229.77,0.317,61
2026-01-10,Referral,mobile,86,66,52,0,0.0,0.48,240
2026-01-11,Organic Search,mobile,564,325,347,17,2188.14,0.49,238
2026-01-11,Paid Search,mobile,514,314,303,13,1985.18,0.324,138
2026-01-11,Paid Social,desktop,510,375,237,6,849.52,0.459,96
2026-01-11,Email,desktop,198,121,126,13,2428.18,0.475,70
2026-01-11,Direct,mobile,293,186,172,7,1120.71,0.503,154
2026-01-11,Referral,mobile,94,71,40,1,150.02,0.387,217
2026-01-12,Organic Search,mobile,441,315,288,12,1858.16,0.35,209
2026-01-12,Paid Search,mobile,400,266,258,10,1337.2,0.304,139
2026-01-12,Paid Social,mobile,432,330,284,6,784.82,0.432,215
2026-01-12,Email,desktop,177,108,100,4,641.81,0.47,241
2026-01-12,Direct,mobile,245,174,115,7,1217.68,0.467,67
2026-01-12,Referral,mobile,66,39,27,1,137.04,0.406,123
2026-01-13,Organic Search,mobile,531,335,303,12,1663.6,0.289,59
2026-01-13,Paid Search,mobile,336,195,196,10,1275.45,0.592,244
2026-01-13,Paid Social,mobile,485,305,211,8,1053.68,0.572,151
2026-01-13,Email,desktop,171,104,85,8,1433.5,0.533,177
2026-01-13,Direct,mobile,220,162,119,7,1101.24,0.314,109
2026-01-13,Referral,desktop,63,47,33,1,131.46,0.363,205
2026-01-14,Organic Search,mobile,444,310,223,10,1623.1,0.504,65
2026-01-14,Paid Search,mobile,423,279,183,12,1688.52,0.336,164
2026-01-14,Paid Social,mobile,368,239,249,12,1376.48,0.338,87
2026-01-14,Email,desktop,157,101,100,4,583.99,0.521,179
2026-01-14,Direct,mobile,245,167,137,6,1045.69,0.56,251
2026-01-14,Referral,mobile,74,44,40,2,241.93,0.411,85
2026-01-15,Organic Search,mobile,512,333,279,16,1967.47,0.343,88
2026-01-15,Paid Search,desktop,448,321,239,16,2203.28,0.519,236
2026-01-15,Paid Social,mobile,449,348,246,5,689.17,0.341,210
2026-01-15,Email,mobile,161,96,72,8,1423.42,0.444,70
2026-01-15,Direct,desktop,237,154,145,4,579.07,0.367,145
2026-01-15,Referral,mobile,77,43,39,0,0.0,0.496,119
2026-01-16,Organic Search,mobile,476,301,247,15,2048.44,0.509,98
2026-01-16,Paid Search,tablet,445,305,213,12,1407.93,0.458,237
2026-01-16,Paid Social,desktop,473,269,246,14,1606.97,0.605,235
2026-01-16,Email,tablet,147,108,88,11,1891.4,0.507,144
2026-01-16,Direct,desktop,245,183,118,5,977.72,0.529,99
2026-01-16,Referral,mobile,80,46,52,2,247.85,0.499,242
2026-01-17,Organic Search,desktop,652,432,346,19,2910.01,0.442,204
2026-01-17,Paid Search,desktop,520,291,244,20,2512.1,0.605,59
2026-01-17,Paid Social,mobile,482,292,304,10,1403.48,0.447,95
2026-01-17,Email,mobile,176,111,77,10,1410.13,0.383,87
2026-01-17,Direct,mobile,296,172,134,11,1627.08,0.472,196
2026-01-17,Referral,mobile,79,51,50,6,921.25,0.489,67
2026-01-18,Organic Search,desktop,611,448,286,10,1607.35,0.431,127
2026-01-18,Paid Search,tablet,571,317,284,19,2316.21,0.57,93
2026-01-18,Paid Social,desktop,485,292,316,13,1603.94,0.554,135
2026-01-18,Email,desktop,224,133,96,11,1599.33,0.316,201
2026-01-18,Direct,mobile,290,160,139,7,1215.54,0.542,151
2026-01-18,Referral,desktop,101,63,53,1,138.97,0.617,178
2026-01-19,Organic Search,desktop,529,351,237,15,2273.29,0.467,101
2026-01-19,Paid Search,desktop,452,299,292,15,1915.51,0.438,245
2026-01-19,Paid Social,tablet,448,256,275,13,1353.61,0.556,223
2026-01-19,Email,desktop,153,90,91,12,2126.99,0.472,64
2026-01-19,Direct,mobile,283,217,130,11,2206.55,0.617,105
2026-01-19,Referral,desktop,74,41,42,2,260.64,0.283,88
2026-01-20,Organic Search,desktop,561,319,258,15,2260.59,0.345,89
2026-01-20,Paid Search,mobile,448,290,296,23,2609.14,0.543,119
2026-01-20,Paid Social,desktop,410,290,207,7,809.41,0.535,70
2026-01-20,Email,mobile,171,121,114,7,963.0,0.314,89
2026-01-20,Direct,desktop,222,139,127,5,751.6,0.345,221
2026-01-20,Referral,mobile,66,43,30,0,0.0,0.342,90
2026-01-21,Organic Search,desktop,496,342,268,10,1224.38,0.401,178
2026-01-21,Paid Search,mobile,508,380,264,11,1594.06,0.41,252
2026-01-21,Paid Social,desktop,469,292,260,9,1134.23,0.615,125
2026-01-21,Email,desktop,184,104,123,8,1279.09,0.33,171
2026-01-21,Direct,tablet,217,124,143,6,866.54,0.408,58
2026-01-21,Referral,desktop,79,61,42,2,319.27,0.468,216
2026-01-22,Organic Search,mobile,566,407,299,9,1447.81,0.602,88
2026-01-22,Paid Search,desktop,460,265,298,14,1858.32,0.521,170
2026-01-22,Paid Social,desktop,416,293,272,13,1840.56,0.469,114
2026-01-22,Email,desktop,199,151,85,16,2812.75,0.525,105
2026-01-22,Direct,tablet,242,179,109,5,879.67,0.47,127
2026-01-22,Referral,desktop,88,59,41,1,156.21,0.519,241
2026-01-23,Organic Search,desktop,543,358,259,10,1472.17,0.443,112
2026-01-23,Paid Search,desktop,488,312,241,13,1644.32,0.359,64
2026-01-23,Paid Social,mobile,483,344,247,11,1226.65,0.41,223
2026-01-23,Email,mobile,159,98,91,9,1594.96,0.285,257
2026-01-23,Direct,desktop,224,173,127,4,770.95,0.327,53
2026-01-23,Referral,desktop,66,45,30,0,0.0,0.589,133
2026-01-24,Organic Search,desktop,717,551,425,20,3404.56,0.315,235
2026-01-24,Paid Search,mobile,463,285,204,17,2220.02,0.559,117
2026-01-24,Paid Social,mobile,511,336,238,9,932.58,0.368,128
2026-01-24,Email,desktop,221,168,123,13,1744.85,0.346,210
2026-01-24,Direct,mobile,299,170,132,11,2122.97,0.368,122
2026-01-24,Referral,desktop,83,56,49,0,0.0,0.428,49
2026-01-25,Organic Search,desktop,712,552,406,15,2174.71,0.52,197
2026-01-25,Paid Search,desktop,499,331,214,11,1511.96,0.522,183
2026-01-25,Paid Social,desktop,445,253,226,6,804.63,0.414,61
2026-01-25,Email,mobile,219,133,112,5,895.3,0.515,172
2026-01-25,Direct,mobile,273,184,130,9,1706.32,0.558,190
2026-01-25,Referral,tablet,96,72,52,0,0.0,0.487,49
2026-01-26,Organic Search,mobile,547,398,337,14,2176.34,0.582,235
2026-01-26,Paid Search,mobile,485,351,239,13,1502.69,0.334,188
2026-01-26,Paid Social,mobile,518,375,327,13,1784.01,0.38,193
2026-01-26,Email,desktop,200,126,98,7,1208.17,0.479,250
2026-01-26,Direct,mobile,288,163,190,8,1503.37,0.577,253
2026-01-26,Referral,desktop,86,65,49,1,152.73,0.565,255
2026-01-27,Organic Search,desktop,581,411,287,21,3088.28,0.478,98
2026-01-27,Paid Search,desktop,379,234,236,10,1263.45,0.608,131
2026-01-27,Paid Social,desktop,534,390,286,11,1120.13,0.377,237
2026-01-27,Email,mobile,191,126,92,12,2132.2,0.49,210
2026-01-27,Direct,mobile,249,157,119,7,1011.77,0.499,170
2026-01-27,Referral,mobile,89,65,48,2,282.94,0.619,209
2026-01-28,Organic Search,desktop,596,455,255,19,2363.46,0.447,211
2026-01-28,Paid Search,mobile,516,362,261,16,2233.14,0.453,70
2026-01-28,Paid Social,mobile,492,314,316,13,1381.85,0.412,111
2026-01-28,Email,mobile,151,94,79,8,1165.25,0.398,69
2026-01-28,Direct,mobile,250,156,125,11,1991.77,0.448,238
2026-01-28,Referral,mobile,91,63,39,2,305.64,0.576,159
2026-01-29,Organic Search,mobile,539,341,358,6,902.25,0.44,116
2026-01-29,Paid Search,mobile,443,336,292,12,1578.73,0.508,214
2026-01-29,Paid Social,mobile,361,208,196,13,1585.54,0.482,231
2026-01-29,Email,desktop,167,95,92,8,1162.35,0.309,228
2026-01-29,Direct,mobile,273,156,139,11,1595.29,0.339,197
2026-01-29,Referral,desktop,73,42,31,3,459.4,0.51,108
2026-01-30,Organic Search,desktop,597,404,257,16,2463.18,0.283,180
2026-01-30,Paid Search,desktop,447,304,259,19,2225.7,0.613,240
2026-01-30,Paid Social,desktop,464,297,304,10,1278.76,0.297,124
2026-01-30,Email,mobile,192,112,129,9,1528.26,0.289,207
2026-01-30,Direct,mobile,257,186,128,7,1144.47,0.548,226
2026-01-30,Referral,mobile,98,75,46,4,595.69,0.604,52
2026-01-31,Organic Search,mobile,670,500,307,22,2968.11,0.352,212
2026-01-31,Paid Search,mobile,558,390,297,14,2034.49,0.312,160
2026-01-31,Paid Social,mobile,504,280,215,15,1982.87,0.379,108
2026-01-31,Email,mobile,242,160,110,10,1764.83,0.607,209
2026-01-31,Direct,tablet,304,207,167,5,907.04,0.338,146
2026-01-31,Referral,desktop,81,61,46,2,283.65,0.417,74
2026-02-01,Organic Search,mobile,564,398,345,11,1480.17,0.541,120
2026-02-01,Paid Search,mobile,602,354,382,21,2935.27,0.548,188
2026-02-01,Paid Social,mobile,551,354,240,8,854.8,0.366,236
2026-02-01,Email,desktop,247,185,156,9,1473.97,0.553,99
2026-02-01,Direct,desktop,338,261,171,10,1622.81,0.531,180
2026-02-01,Referral,mobile,104,57,48,0,0.0,0.348,101
2026-02-02,Organic Search,desktop,579,422,265,21,2935.56,0.357,52
2026-02-02,Paid Search,desktop,566,387,275,17,2415.17,0.515,73
2026-02-02,Paid Social,tablet,460,309,292,5,621.34,0.383,184
2026-02-02,Email,desktop,215,155,123,13,1865.9,0.368,185
2026-02-02,Direct,mobile,249,143,106,11,2133.25,0.582,67
2026-02-02,Referral,desktop,79,51,47,0,0.0,0.38,75
2026-02-03,Organic Search,mobile,602,447,352,15,2530.54,0.566,138
2026-02-03,Paid Search,mobile,433,254,277,10,1339.65,0.613,81
2026-02-03,Paid Social,desktop,519,306,253,20,2703.41,0.599,240
2026-02-03,Email,mobile,193,114,96,7,1092.35,0.325,163
2026-02-03,Direct,desktop,225,160,133,9,1435.18,0.538,242
2026-02-03,Referral,desktop,74,52,46,2,234.25,0.364,167
2026-02-04,Organic Search,mobile,540,394,257,15,2004.46,0.508,235
2026-02-04,Paid Search,mobile,512,380,302,11,1213.86,0.57,245
2026-02-04,Paid Social,tablet,487,342,233,7,773.37,0.462,174
2026-02-04,Email,desktop,219,161,127,7,977.86,0.506,119
2026-02-04,Direct,mobile,282,166,164,8,1327.05,0.413,113
2026-02-04,Referral,desktop,90,62,46,4,520.22,0.284,232
2026-02-05,Organic Search,mobile,519,319,258,12,1588.83,0.468,228
2026-02-05,Paid Search,desktop,506,312,294,17,2328.14,0.552,123
2026-02-05,Paid Social,mobile,436,297,267,8,1005.09,0.509,65
2026-02-05,Email,desktop,198,133,110,10,1589.94,0.507,89
2026-02-05,Direct,desktop,270,174,178,13,2461.3,0.468,225
2026-02-05,Referral,desktop,78,47,33,1,124.17,0.342,196
2026-02-06,Organic Search,desktop,657,367,341,15,2046.64,0.329,244
2026-02-06,Paid Search,mobile,478,351,311,22,3054.86,0.296,242
2026-02-06,Paid Social,desktop,480,338,250,8,928.77,0.486,201
2026-02-06,Email,mobile,177,117,111,10,1618.63,0.488,65
2026-02-06,Direct,desktop,309,200,206,9,1303.01,0.53,151
2026-02-06,Referral,desktop,86,49,38,5,602.6,0.295,53
2026-02-07,Organic Search,desktop,709,422,371,18,2877.14,0.424,225
2026-02-07,Paid Search,mobile,527,307,290,16,1956.52,0.292,130
2026-02-07,Paid Social,desktop,567,407,316,13,1475.01,0.581,80
2026-02-07,Email,tablet,236,180,125,13,1998.71,0.287,87
2026-02-07,Direct,desktop,275,205,164,9,1791.53,0.488,106
2026-02-07,Referral,desktop,78,59,32,1,128.06,0.345,245
2026-02-08,Organic Search,mobile,570,375,383,12,1931.31,0.384,225
2026-02-08,Paid Search,mobile,531,360,282,24,2728.64,0.45,207
2026-02-08,Paid Social,mobile,506,358,246,9,1161.15,0.371,195
2026-02-08,Email,desktop,239,145,154,17,2876.19,0.58,69
2026-02-08,Direct,desktop,270,156,159,11,2011.99,0.472,229
2026-02-08,Referral,mobile,98,63,60,2,306.6,0.575,117
2026-02-09,Organic Search,mobile,645,488,353,23,3185.36,0.509,236
2026-02-09,Paid Search,mobile,556,433,235,20,2302.35,0.365,250
2026-02-09,Paid Social,mobile,542,390,293,16,2116.68,0.46,76
2026-02-09,Email,tablet,188,139,119,6,905.22,0.39,174
2026-02-09,Direct,tablet,249,185,106,10,1694.69,0.364,107
2026-02-09,Referral,desktop,91,51,44,3,359.23,0.434,245
2026-02-10,Organic Search,mobile,582,397,256,14,2306.64,0.392,195
2026-02-10,Paid Search,mobile,541,345,309,25,3174.72,0.29,154
2026-02-10,Paid Social,desktop,501,303,289,12,1643.16,0.432,84
2026-02-10,Email,mobile,229,135,96,9,1510.16,0.544,163
2026-02-10,Direct,tablet,297,179,147,11,1727.64,0.332,54
2026-02-10,Referral,mobile,91,65,51,3,370.42,0.31,154
2026-02-11,Organic Search,mobile,684,460,336,11,1422.34,0.388,156
2026-02-11,Paid Search,mobile,555,311,295,19,2155.15,0.508,138
2026-02-11,Paid Social,mobile,510,391,291,11,1276.97,0.471,157
2026-02-11,Email,mobile,204,150,93,9,1634.72,0.506,231
2026-02-11,Direct,desktop,267,166,126,6,973.52,0.554,182
2026-02-11,Referral,mobile,90,63,59,2,315.66,0.542,108
2026-02-12,Organic Search,desktop,597,453,354,17,2441.11,0.523,76
2026-02-12,Paid Search,mobile,455,335,298,11,1611.33,0.55,100
2026-02-12,Paid Social,desktop,487,367,316,12,1369.12,0.314,205
2026-02-12,Email,desktop,206,127,139,16,2227.91,0.562,207
2026-02-12,Direct,mobile,249,168,110,12,2398.69,0.42,156
2026-02-12,Referral,mobile,92,57,48,2,297.91,0.375,255
2026-02-13,Organic Search,desktop,584,431,271,13,1998.54,0.608,181
2026-02-13,Paid Search,tablet,483,326,258,15,2214.92,0.343,147
2026-02-13,Paid Social,tablet,519,363,344,16,1864.25,0.52,220
2026-02-13,Email,mobile,193,122,111,14,2611.58,0.287,97
2026-02-13,Direct,desktop,268,152,136,5,903.07,0.583,115
2026-02-13,Referral,desktop,75,57,37,1,141.35,0.588,73
2026-02-14,Organic Search,mobile,639,429,280,10,1525.62,0.51,232
2026-02-14,Paid Search,tablet,598,466,283,19,2213.57,0.338,59
2026-02-14,Paid Social,desktop,593,432,372,13,1456.77,0.488,248
2026-02-14,Email,mobile,213,149,129,11,2008.71,0.346,97
2026-02-14,Direct,mobile,328,193,213,12,2331.67,0.337,117
2026-02-14,Referral,desktop,108,62,45,2,298.85,0.523,250
2026-02-15,Organic Search,desktop,668,509,317,14,1917.03,0.615,182
2026-02-15,Paid Search,mobile,629,415,374,18,2011.77,0.333,45
2026-02-15,Paid Social,desktop,610,371,347,13,1677.62,0.496,233
2026-02-15,Email,mobile,207,155,88,8,1067.94,0.293,175
2026-02-15,Direct,desktop,270,175,166,8,1383.03,0.546,256
2026-02-15,Referral,mobile,103,75,44,3,431.88,0.45,257
2026-02-16,Organic Search,desktop,697,464,345,21,3541.04,0.618,196
2026-02-16,Paid Search,desktop,501,313,299,17,2535.28,0.424,240
2026-02-16,Paid Social,desktop,481,299,236,13,1327.05,0.596,123
2026-02-16,Email,desktop,194,109,91,7,948.04,0.388,121
2026-02-16,Direct,mobile,276,211,121,7,1352.49,0.441,55
2026-02-16,Referral,mobile,86,50,51,4,641.15,0.589,78
2026-02-17,Organic Search,mobile,578,448,354,17,2197.08,0.488,169
2026-02-17,Paid Search,desktop,475,294,201,17,1893.45,0.381,192
2026-02-17,Paid Social,tablet,534,373,227,8,1088.39,0.452,220
2026-02-17,Email,tablet,180,116,103,6,1061.07,0.434,114
2026-02-17,Direct,mobile,243,171,124,7,1261.71,0.323,55
2026-02-17,Referral,desktop,86,55,53,1,136.43,0.419,188
2026-02-18,Organic Search,mobile,557,386,286,17,2640.08,0.579,179
2026-02-18,Paid Search,mobile,511,330,241,13,1466.44,0.379,56
2026-02-18,Paid Social,desktop,539,410,348,20,2094.58,0.54,150
2026-02-18,Email,desktop,172,121,95,5,900.38,0.441,73
2026-02-18,Direct,desktop,290,209,123,9,1751.33,0.513,192
2026-02-18,Referral,tablet,80,46,45,0,0.0,0.535,240
2026-02-19,Organic Search,desktop,594,355,328,9,1341.03,0.39,153
2026-02-19,Paid Search,tablet,528,343,330,19,2906.2,0.594,187
2026-02-19,Paid Social,desktop,512,303,327,12,1261.22,0.307,121
2026-02-19,Email,tablet,204,142,132,10,1435.39,0.607,53
2026-02-19,Direct,mobile,269,167,117,10,1829.08,0.419,78
2026-02-19,Referral,desktop,87,58,44,2,233.06,0.511,74
2026-02-20,Organic Search,tablet,613,351,279,17,2538.95,0.301,232
2026-02-20,Paid Search,mobile,580,342,313,14,1804.35,0.547,209
2026-02-20,Paid Social,tablet,550,362,348,15,1580.09,0.305,256
2026-02-20,Email,mobile,155,94,90,4,633.08,0.388,251
2026-02-20,Direct,mobile,287,223,183,8,1550.1,0.326,164
2026-02-20,Referral,mobile,66,44,32,0,0.0,0.304,75
2026-02-21,Organic Search,desktop,704,458,381,21,3531.09,0.419,172
2026-02-21,Paid Search,desktop,640,424,356,16,2060.05,0.469,93
2026-02-21,Paid Social,mobile,599,388,301,14,1525.19,0.523,130
2026-02-21,Email,desktop,225,128,122,14,2197.25,0.513,166
2026-02-21,Direct,mobile,323,248,171,12,2082.7,0.431,50
2026-02-21,Referral,mobile,103,62,52,4,561.11,0.478,213
2026-02-22,Organic Search,mobile,729,542,395,11,1457.35,0.35,90
2026-02-22,Paid Search,desktop,625,460,406,22,3296.37,0.6,67
2026-02-22,Paid Social,mobile,613,342,315,9,1223.36,0.436,169
2026-02-22,Email,desktop,267,205,138,9,1260.24,0.479,158
2026-02-22,Direct,mobile,328,207,200,13,2135.52,0.317,116
2026-02-22,Referral,tablet,92,59,40,3,343.55,0.28,79
2026-02-23,Organic Search,desktop,621,414,416,20,2502.84,0.614,166
2026-02-23,Paid Search,mobile,489,293,234,12,1362.21,0.61,255
2026-02-23,Paid Social,mobile,534,354,302,12,1474.34,0.54,242
2026-02-23,Email,tablet,205,131,91,10,1672.32,0.342,143
2026-02-23,Direct,desktop,258,163,134,7,1362.4,0.34,204
2026-02-23,Referral,desktop,84,58,55,1,134.41,0.463,137
2026-02-24,Organic Search,mobile,627,413,276,19,2362.15,0.299,192
2026-02-24,Paid Search,desktop,474,297,286,11,1339.63,0.443,80
2026-02-24,Paid Social,mobile,629,408,324,9,1204.38,0.467,229
2026-02-24,Email,mobile,185,133,87,6,921.13,0.556,241
2026-02-24,Direct,desktop,254,170,125,8,1383.56,0.535,72
2026-02-24,Referral,tablet,86,53,52,0,0.0,0.439,163
2026-02-25,Organic Search,mobile,708,488,394,12,1810.93,0.618,248
2026-02-25,Paid Search,tablet,457,319,227,16,2088.87,0.593,132
2026-02-25,Paid Social,mobile,496,291,236,13,1481.38,0.355,52
2026-02-25,Email,desktop,185,125,117,10,1387.37,0.368,241
2026-02-25,Direct,mobile,248,184,127,7,1406.17,0.287,185
2026-02-25,Referral,mobile,75,53,33,2,248.19,0.289,132
2026-02-26,Organic Search,mobile,648,499,327,12,1534.93,0.296,68
2026-02-26,Paid Search,mobile,483,278,267,20,2196.47,0.316,147
2026-02-26,Paid Social,desktop,567,319,285,12,1674.13,0.466,125
2026-02-26,Email,desktop,215,121,118,8,1292.56,0.303,229
2026-02-26,Direct,desktop,273,151,177,8,1261.08,0.541,71
2026-02-26,Referral,desktop,103,68,46,4,593.71,0.52,60
2026-02-27,Organic Search,mobile,652,481,373,10,1239.14,0.429,189
2026-02-27,Paid Search,desktop,498,312,317,12,1395.35,0.542,157
2026-02-27,Paid Social,mobile,529,402,308,12,1273.54,0.43,143
2026-02-27,Email,desktop,208,125,99,6,1052.01,0.468,122
2026-02-27,Direct,mobile,277,212,185,11,2143.64,0.617,259
2026-02-27,Referral,mobile,89,67,54,1,136.38,0.527,158
2026-02-28,Organic Search,mobile,692,507,332,18,2394.75,0.547,179
2026-02-28,Paid Search,desktop,596,341,351,24,3536.57,0.45,240
2026-02-28,Paid Social,desktop,605,463,366,14,1521.49,0.338,247
2026-02-28,Email,mobile,234,166,124,13,2312.69,0.313,134
2026-02-28,Direct,mobile,293,190,182,9,1328.5,0.577,96
2026-02-28,Referral,desktop,99,71,61,1,151.24,0.364,247
2026-03-01,Organic Search,mobile,716,492,419,22,2873.62,0.438,160
2026-03-01,Paid Search,mobile,548,327,312,13,1761.0,0.333,77
2026-03-01,Paid Social,mobile,614,354,397,11,1543.14,0.404,221
2026-03-01,Email,desktop,198,151,133,2,309.19,0.309,230
2026-03-01,Direct,desktop,271,164,161,9,1642.12,0.381,230
2026-03-01,Referral,desktop,117,89,52,5,760.86,0.5,199
2026-03-02,Organic Search,desktop,570,438,325,13,2013.72,0.342,167
2026-03-02,Paid Search,desktop,532,302,289,20,2827.66,0.394,50
2026-03-02,Paid Social,tablet,541,381,252,13,1536.5,0.598,136
2026-03-02,Email,desktop,219,167,122,7,1000.1,0.578,163
2026-03-02,Direct,desktop,271,209,123,17,3133.33,0.61,45
2026-03-02,Referral,desktop,101,76,45,2,313.39,0.545,242
2026-03-03,Organic Search,desktop,716,471,341,13,1887.3,0.458,171
2026-03-03,Paid Search,desktop,539,402,358,19,2129.89,0.617,255
2026-03-03,Paid Social,mobile,623,468,393,7,946.97,0.377,204
2026-03-03,Email,mobile,205,150,123,5,664.93,0.559,163
2026-03-03,Direct,desktop,275,161,139,10,1750.83,0.49,234
2026-03-03,Referral,mobile,93,67,54,1,157.63,0.414,222
2026-03-04,Organic Search,desktop,600,428,309,22,2943.79,0.42,165
2026-03-04,Paid Search,desktop,563,386,287,12,1384.13,0.351,87
2026-03-04,Paid Social,desktop,530,357,271,6,678.45,0.343,153
2026-03-04,Email,mobile,222,122,102,9,1560.69,0.57,95
2026-03-04,Direct,mobile,245,150,105,2,298.8,0.56,169
2026-03-04,Referral,mobile,80,44,35,1,118.06,0.588,126
2026-03-05,Organic Search,tablet,671,420,446,23,3190.61,0.382,236
2026-03-05,Paid Search,desktop,518,310,255,13,1753.55,0.38,243
2026-03-05,Paid Social,mobile,495,341,319,9,1209.71,0.487,185
2026-03-05,Email,desktop,195,149,109,10,1779.81,0.565,108
2026-03-05,Direct,mobile,295,204,146,10,1868.89,0.472,144
2026-03-05,Referral,desktop,81,54,43,3,420.26,0.293,257
2026-03-06,Organic Search,desktop,529,368,237,15,2506.55,0.364,121
2026-03-06,Paid Search,mobile,498,380,256,15,1694.08,0.512,86
2026-03-06,Paid Social,mobile,550,358,280,10,1011.82,0.578,102
2026-03-06,Email,mobile,185,103,106,7,968.32,0.411,74
2026-03-06,Direct,desktop,248,139,162,12,2017.35,0.539,227
2026-03-06,Referral,mobile,93,64,54,2,318.99,0.464,177
2026-03-07,Organic Search,tablet,623,385,287,22,3494.5,0.482,250
2026-03-07,Paid Search,mobile,622,456,347,26,2989.22,0.412,161
2026-03-07,Paid Social,desktop,599,335,308,11,1292.76,0.311,52
2026-03-07,Email,mobile,258,159,128,10,1661.68,0.491,202
2026-03-07,Direct,mobile,316,196,147,11,2134.16,0.437,159
2026-03-07,Referral,mobile,110,77,69,0,0.0,0.613,257
2026-03-08,Organic Search,mobile,652,362,412,17,2204.61,0.526,242
2026-03-08,Paid Search,mobile,607,352,351,23,2808.67,0.293,147
2026-03-08,Paid Social,mobile,566,337,348,12,1680.01,0.586,63
2026-03-08,Email,tablet,242,172,112,21,3880.26,0.369,97
2026-03-08,Direct,mobile,329,187,156,6,1116.17,0.355,234
