url,path,status_code,is_indexable,load_time_ms,title_length,meta_description_length,h1_count,word_count,has_canonical,mobile_friendly,broken_internal_links,images_missing_alt,impressions_28d,clicks_28d,ctr,avg_position,organic_sessions_28d,issue_severity,issues
https://bramblewoodpet.example.com/pages/grain-free-kibble-56,/pages/grain-free-kibble-56,200,False,1761,76,223,1,965,True,True,1,1,13,0,0.0488,65.7,0,warning,noindex_or_blocked;title_length;meta_description_length;broken_internal_links
https://bramblewoodpet.example.com/pages/cozy-cave-bed-57,/pages/cozy-cave-bed-57,200,True,2390,46,212,2,1640,True,True,0,4,884,14,0.0167,57.9,12,warning,meta_description_length;h1_count;images_missing_alt
https://bramblewoodpet.example.com/blog/enrichment-set-58,/blog/enrichment-set-58,200,False,1159,53,145,1,129,True,True,0,1,63,1,0.0251,16.0,0,warning,noindex_or_blocked;thin_content
https://bramblewoodpet.example.com/blog/dental-chews-59,/blog/dental-chews-59,404,False,1233,63,113,1,862,True,False,1,2,68,1,0.0181,60.6,1,critical,broken_page;noindex_or_blocked;not_mobile_friendly;broken_internal_links
https://bramblewoodpet.example.com/pages/cozy-cave-bed-60,/pages/cozy-cave-bed-60,200,True,1251,42,179,1,664,True,True,0,2,156,8,0.0524,32.2,8,warning,meta_description_length
https://bramblewoodpet.example.com/pages/walk-harness-61,/pages/walk-harness-61,200,True,1689,51,114,0,352,True,True,0,1,2089,162,0.0777,40.0,140,warning,h1_count
https://bramblewoodpet.example.com/blog/travel-carrier-62,/blog/travel-carrier-62,200,True,780,58,162,1,562,True,False,2,2,314,21,0.07,60.3,21,warning,not_mobile_friendly;broken_internal_links
https://bramblewoodpet.example.com/blog/slow-feeder-bowl-63,/blog/slow-feeder-bowl-63,301,False,889,43,165,1,401,True,True,0,2,23,1,0.0764,33.3,0,warning,noindex_or_blocked
https://bramblewoodpet.example.com/pages/cozy-cave-bed-64,/pages/cozy-cave-bed-64,200,True,1867,62,121,1,1279,True,False,1,0,1394,28,0.0204,54.0,24,warning,not_mobile_friendly;broken_internal_links
https://bramblewoodpet.example.com/pages/grain-free-kibble-65,/pages/grain-free-kibble-65,200,True,1730,69,125,1,155,True,True,0,3,896,71,0.08,58.0,62,warning,title_length;images_missing_alt
https://bramblewoodpet.example.com/collections/dental-chews-66,/collections/dental-chews-66,200,False,1602,29,158,1,814,False,True,1,0,20,0,0.0104,46.9,0,warning,noindex_or_blocked;title_length;missing_canonical;broken_internal_links
https://bramblewoodpet.example.com/blog/puppy-training-pads-67,/blog/puppy-training-pads-67,200,True,1512,55,148,1,477,True,True,1,0,640,36,0.0567,55.0,31,warning,broken_internal_links
https://bramblewoodpet.example.com/products/grain-free-kibble-68,/products/grain-free-kibble-68,200,True,2761,60,132,1,1211,True,True,0,0,405,16,0.0399,62.1,16,warning,slow_load_time
https://bramblewoodpet.example.com/pages/walk-harness-69,/pages/walk-harness-69,404,False,2010,60,113,1,2197,True,True,0,2,38,2,0.0545,36.5,1,critical,broken_page;noindex_or_blocked
https://bramblewoodpet.example.com/collections/grain-free-kibble-70,/collections/grain-free-kibble-70,200,True,1197,57,121,1,918,False,True,2,0,819,28,0.0345,67.0,29,warning,missing_canonical;broken_internal_links
https://bramblewoodpet.example.com/blog/dental-chews-71,/blog/dental-chews-71,200,True,1458,76,130,1,787,True,True,1,0,715,9,0.0136,18.1,8,warning,title_length;broken_internal_links
https://bramblewoodpet.example.com/pages/walk-harness-72,/pages/walk-harness-72,200,True,600,84,140,1,308,True,False,0,2,1129,11,0.0105,44.6,11,warning,title_length;not_mobile_friendly
https://bramblewoodpet.example.com/products/cat-scratcher-post-73,/products/cat-scratcher-post-73,200,True,547,66,174,1,780,False,True,1,0,132,8,0.0608,50.5,7,warning,title_length;meta_description_length;missing_canonical;broken_internal_links
https://bramblewoodpet.example.com/products/walk-harness-74,/products/walk-harness-74,500,False,2302,52,127,1,1134,True,True,1,0,30,0,0.0153,53.9,0,critical,broken_page;server_error;noindex_or_blocked;broken_internal_links
https://bramblewoodpet.example.com/pages/slow-feeder-bowl-75,/pages/slow-feeder-bowl-75,404,False,2674,59,123,1,571,True,True,0,1,8,0,0.0857,13.3,0,critical,broken_page;noindex_or_blocked;slow_load_time
https://bramblewoodpet.example.com/products/dental-chews-76,/products/dental-chews-76,200,True,1541,42,164,1,1594,True,True,0,2,377,26,0.07,33.0,26,good,
https://bramblewoodpet.example.com/collections/puppy-training-pads-77,/collections/puppy-training-pads-77,200,True,836,44,118,1,608,True,True,0,3,1552,50,0.0324,50.4,47,warning,images_missing_alt
https://bramblewoodpet.example.com/collections/travel-carrier-78,/collections/travel-carrier-78,200,True,3501,61,121,0,938,True,True,0,0,1040,15,0.0152,49.8,13,warning,h1_count;slow_load_time
https://bramblewoodpet.example.com/products/cat-scratcher-post-79,/products/cat-scratcher-post-79,200,True,3302,40,175,1,346,True,True,1,1,780,57,0.0733,46.5,53,warning,meta_description_length;broken_internal_links;slow_load_time
https://bramblewoodpet.example.com/blog/cat-scratcher-post-80,/blog/cat-scratcher-post-80,200,False,1802,62,83,1,374,True,True,1,0,65,2,0.0454,7.5,1,warning,noindex_or_blocked;broken_internal_links
https://bramblewoodpet.example.com/blog/grain-free-kibble-81,/blog/grain-free-kibble-81,200,True,2079,73,127,1,843,True,True,0,0,136,11,0.0869,42.9,10,warning,title_length
https://bramblewoodpet.example.com/collections/walk-harness-82,/collections/walk-harness-82,200,True,1353,66,82,1,836,True,True,1,1,1413,23,0.0168,65.9,22,warning,title_length;broken_internal_links
https://bramblewoodpet.example.com/pages/puppy-training-pads-83,/pages/puppy-training-pads-83,200,True,953,51,171,1,334,True,True,1,1,3061,269,0.0881,20.3,270,warning,meta_description_length;broken_internal_links
https://bramblewoodpet.example.com/pages/walk-harness-84,/pages/walk-harness-84,200,True,2369,79,170,1,657,True,True,0,2,497,33,0.0668,42.1,29,warning,title_length;meta_description_length
https://bramblewoodpet.example.com/blog/walk-harness-85,/blog/walk-harness-85,200,True,1798,30,221,1,819,False,False,0,0,353,25,0.0721,53.7,22,warning,meta_description_length;missing_canonical;not_mobile_friendly
https://bramblewoodpet.example.com/pages/cat-scratcher-post-86,/pages/cat-scratcher-post-86,200,True,1590,39,102,1,1109,True,True,0,3,1320,81,0.062,64.4,77,warning,images_missing_alt
https://bramblewoodpet.example.com/products/puppy-training-pads-87,/products/puppy-training-pads-87,404,False,1931,82,128,1,667,True,True,0,2,69,2,0.0361,22.8,2,critical,broken_page;noindex_or_blocked;title_length
https://bramblewoodpet.example.com/collections/puppy-training-pads-88,/collections/puppy-training-pads-88,200,False,1696,89,182,2,1238,True,True,1,2,83,6,0.0736,42.0,5,warning,noindex_or_blocked;title_length;meta_description_length;h1_count;broken_internal_links
https://bramblewoodpet.example.com/pages/slow-feeder-bowl-89,/pages/slow-feeder-bowl-89,200,True,362,43,149,1,932,True,True,2,1,116,3,0.0277,45.7,3,warning,broken_internal_links
https://bramblewoodpet.example.com/collections/travel-carrier-90,/collections/travel-carrier-90,200,True,2033,65,117,1,419,True,True,1,1,113,8,0.0732,62.6,8,warning,broken_internal_links
https://bramblewoodpet.example.com/products/walk-harness-91,/products/walk-harness-91,200,False,1885,72,145,2,926,True,True,1,2,57,3,0.0581,61.9,2,warning,noindex_or_blocked;title_length;h1_count;broken_internal_links
https://bramblewoodpet.example.com/collections/dental-chews-92,/collections/dental-chews-92,200,True,1038,84,145,1,1401,True,True,0,2,368,27,0.0741,50.0,23,warning,title_length
https://bramblewoodpet.example.com/pages/enrichment-set-93,/pages/enrichment-set-93,200,True,1672,61,152,1,606,True,True,0,3,61,5,0.0821,31.5,5,warning,images_missing_alt
https://bramblewoodpet.example.com/products/cozy-cave-bed-94,/products/cozy-cave-bed-94,200,True,1971,79,150,1,640,True,True,0,0,749,46,0.0627,15.1,43,warning,title_length
https://bramblewoodpet.example.com/pages/slow-feeder-bowl-95,/pages/slow-feeder-bowl-95,500,False,2374,62,167,1,897,False,True,0,1,21,1,0.0826,11.4,1,critical,broken_page;server_error;noindex_or_blocked;meta_description_length;missing_canonical
https://bramblewoodpet.example.com/products/walk-harness-96,/products/walk-harness-96,200,True,1566,53,153,1,967,True,True,0,0,392,32,0.0828,9.2,29,good,
https://bramblewoodpet.example.com/products/enrichment-set-97,/products/enrichment-set-97,200,True,1508,91,117,1,1452,True,True,1,3,265,7,0.0268,27.8,7,warning,title_length;broken_internal_links;images_missing_alt
https://bramblewoodpet.example.com/collections/puppy-training-pads-98,/collections/puppy-training-pads-98,200,True,2097,57,174,2,1098,True,True,0,1,443,38,0.0864,48.8,36,warning,meta_description_length;h1_count
https://bramblewoodpet.example.com/blog/dental-chews-99,/blog/dental-chews-99,200,False,1392,51,149,1,1568,True,True,1,2,43,2,0.0528,63.5,1,warning,noindex_or_blocked;broken_internal_links
https://bramblewoodpet.example.com/collections/walk-harness-100,/collections/walk-harness-100,200,True,1370,70,119,1,148,True,True,0,0,786,27,0.0349,26.6,22,warning,title_length;thin_content
https://bramblewoodpet.example.com/products/dental-chews-101,/products/dental-chews-101,301,False,1153,77,92,1,1233,True,False,0,3,42,2,0.0699,41.1,1,warning,noindex_or_blocked;title_length;not_mobile_friendly;images_missing_alt
https://bramblewoodpet.example.com/pages/cozy-cave-bed-102,/pages/cozy-cave-bed-102,301,False,1907,71,151,1,1582,True,True,0,1,10,0,0.0283,22.4,0,warning,noindex_or_blocked;title_length
https://bramblewoodpet.example.com/blog/walk-harness-103,/blog/walk-harness-103,200,True,1513,86,199,1,892,False,True,0,2,747,21,0.0287,44.9,19,warning,title_length;meta_description_length;missing_canonical
https://bramblewoodpet.example.com/products/puppy-training-pads-104,/products/puppy-training-pads-104,500,False,1311,85,170,1,508,True,True,1,4,167,5,0.0356,38.6,5,critical,broken_page;server_error;noindex_or_blocked;title_length;meta_description_length;broken_internal_links;images_missing_alt
https://bramblewoodpet.example.com/collections/walk-harness-105,/collections/walk-harness-105,200,True,1816,47,130,1,793,True,True,0,0,121,4,0.0377,53.9,3,good,
https://bramblewoodpet.example.com/blog/waterproof-mat-106,/blog/waterproof-mat-106,200,True,2888,55,153,1,605,True,True,1,2,2936,237,0.081,54.2,212,warning,broken_internal_links;slow_load_time
https://bramblewoodpet.example.com/blog/slow-feeder-bowl-107,/blog/slow-feeder-bowl-107,200,True,3216,84,172,1,483,True,True,1,1,1577,54,0.0346,41.7,56,warning,title_length;meta_description_length;broken_internal_links;slow_load_time
https://bramblewoodpet.example.com/pages/waterproof-mat-108,/pages/waterproof-mat-108,200,True,3468,77,175,0,1934,True,True,0,3,410,29,0.0721,14.9,26,warning,title_length;meta_description_length;h1_count;images_missing_alt;slow_load_time
https://bramblewoodpet.example.com/pages/cozy-cave-bed-109,/pages/cozy-cave-bed-109,404,False,3352,83,148,1,188,True,True,1,3,1,0,0.0682,47.7,0,critical,broken_page;noindex_or_blocked;title_length;broken_internal_links;images_missing_alt;slow_load_time
https://bramblewoodpet.example.com/blog/cozy-cave-bed-110,/blog/cozy-cave-bed-110,200,True,2984,48,203,1,1645,True,True,0,0,805,22,0.028,16.6,19,warning,meta_description_length;slow_load_time
https://bramblewoodpet.example.com/products/walk-harness-111,/products/walk-harness-111,200,True,1406,42,160,1,834,True,True,0,1,1452,108,0.0745,38.0,100,good,
https://bramblewoodpet.example.com/blog/puppy-training-pads-112,/blog/puppy-training-pads-112,200,True,2404,50,164,1,1279,True,True,0,1,1101,82,0.0747,7.8,85,good,
https://bramblewoodpet.example.com/products/enrichment-set-113,/products/enrichment-set-113,200,True,2736,64,155,1,569,True,False,0,0,550,24,0.0453,57.7,24,warning,not_mobile_friendly;slow_load_time
https://bramblewoodpet.example.com/blog/cat-scratcher-post-114,/blog/cat-scratcher-post-114,200,True,3157,44,108,1,1145,True,True,0,2,835,66,0.0801,23.4,59,warning,slow_load_time
https://bramblewoodpet.example.com/blog/puppy-training-pads-115,/blog/puppy-training-pads-115,200,True,1898,67,172,1,330,True,True,0,2,70,2,0.0386,51.5,1,warning,title_length;meta_description_length
https://bramblewoodpet.example.com/collections/waterproof-mat-116,/collections/waterproof-mat-116,200,True,3044,48,161,1,818,True,True,2,0,673,27,0.0404,52.3,27,warning,broken_internal_links;slow_load_time
https://bramblewoodpet.example.com/blog/walk-harness-117,/blog/walk-harness-117,200,True,3779,29,187,1,1572,True,True,1,1,184,7,0.0428,20.3,5,warning,title_length;meta_description_length;broken_internal_links;slow_load_time
https://bramblewoodpet.example.com/products/grain-free-kibble-118,/products/grain-free-kibble-118,200,True,2097,44,143,1,884,True,False,0,2,548,45,0.0824,11.2,46,warning,not_mobile_friendly
https://bramblewoodpet.example.com/blog/grain-free-kibble-119,/blog/grain-free-kibble-119,200,True,1704,52,101,1,1245,True,True,0,2,1975,51,0.0259,51.7,46,good,
https://bramblewoodpet.example.com/collections/dental-chews-120,/collections/dental-chews-120,200,True,1642,64,91,1,498,True,True,0,0,803,15,0.0197,52.5,16,good,
https://bramblewoodpet.example.com/pages/waterproof-mat-121,/pages/waterproof-mat-121,200,True,1597,36,163,1,547,True,True,0,0,528,21,0.0409,29.6,21,good,
https://bramblewoodpet.example.com/products/grain-free-kibble-122,/products/grain-free-kibble-122,500,False,816,52,111,2,1754,True,True,0,0,6,0,0.0253,21.3,0,critical,broken_page;server_error;noindex_or_blocked;h1_count
https://bramblewoodpet.example.com/pages/cat-scratcher-post-123,/pages/cat-scratcher-post-123,200,True,1151,60,123,1,1106,False,True,0,3,1376,22,0.0167,17.9,22,warning,missing_canonical;images_missing_alt
https://bramblewoodpet.example.com/collections/waterproof-mat-124,/collections/waterproof-mat-124,301,False,1258,42,185,1,1534,True,True,1,1,61,1,0.0295,18.5,1,warning,noindex_or_blocked;meta_description_length;broken_internal_links
https://bramblewoodpet.example.com/pages/grain-free-kibble-125,/pages/grain-free-kibble-125,200,True,1242,46,187,1,728,True,True,0,0,1000,72,0.0722,4.0,69,warning,meta_description_length
https://bramblewoodpet.example.com/products/grain-free-kibble-126,/products/grain-free-kibble-126,500,False,1497,88,160,1,430,True,True,0,1,118,1,0.0163,19.3,1,critical,broken_page;server_error;noindex_or_blocked;title_length
https://bramblewoodpet.example.com/collections/grain-free-kibble-127,/collections/grain-free-kibble-127,200,True,1538,59,119,1,891,True,False,0,1,140,8,0.0626,49.6,8,warning,not_mobile_friendly
https://bramblewoodpet.example.com/pages/puppy-training-pads-128,/pages/puppy-training-pads-128,200,True,1347,44,69,1,278,True,True,0,2,545,22,0.0415,67.7,24,warning,meta_description_length
https://bramblewoodpet.example.com/pages/enrichment-set-129,/pages/enrichment-set-129,200,True,1382,63,162,1,255,True,False,1,2,96,5,0.0593,28.3,4,warning,not_mobile_friendly;broken_internal_links
https://bramblewoodpet.example.com/products/puppy-training-pads-130,/products/puppy-training-pads-130,200,True,2580,54,151,1,1050,True,True,1,3,136,10,0.0805,57.7,9,warning,broken_internal_links;images_missing_alt;slow_load_time
https://bramblewoodpet.example.com/pages/travel-carrier-131,/pages/travel-carrier-131,200,True,743,43,91,1,1218,True,False,1,0,765,15,0.02,64.8,15,warning,not_mobile_friendly;broken_internal_links
https://bramblewoodpet.example.com/blog/enrichment-set-132,/blog/enrichment-set-132,404,False,1915,85,133,1,1538,False,True,0,2,21,1,0.0599,23.3,1,critical,broken_page;noindex_or_blocked;title_length;missing_canonical
https://bramblewoodpet.example.com/collections/travel-carrier-133,/collections/travel-carrier-133,200,True,1649,54,130,1,851,True,True,0,2,1741,87,0.0502,10.5,82,good,
https://bramblewoodpet.example.com/collections/grain-free-kibble-134,/collections/grain-free-kibble-134,200,True,1851,38,154,1,787,True,True,0,0,1432,66,0.0466,44.8,64,good,
https://bramblewoodpet.example.com/collections/waterproof-mat-135,/collections/waterproof-mat-135,200,True,2045,78,172,1,765,True,True,0,1,483,9,0.0207,64.7,9,warning,title_length;meta_description_length
https://bramblewoodpet.example.com/collections/dental-chews-136,/collections/dental-chews-136,200,True,1838,86,66,1,618,True,True,2,0,786,33,0.0429,33.1,34,warning,title_length;meta_description_length;broken_internal_links
https://bramblewoodpet.example.com/collections/waterproof-mat-137,/collections/waterproof-mat-137,200,True,1238,37,150,1,1475,True,True,1,1,173,11,0.0655,23.9,9,warning,broken_internal_links
https://bramblewoodpet.example.com/products/travel-carrier-138,/products/travel-carrier-138,200,True,901,50,147,1,442,True,True,0,2,2200,118,0.0537,47.7,107,good,
https://bramblewoodpet.example.com/blog/travel-carrier-139,/blog/travel-carrier-139,200,True,981,42,117,1,845,True,True,1,3,541,45,0.0842,7.9,39,warning,broken_internal_links;images_missing_alt
