date,channel_group,device_category,sessions,new_users,engaged_sessions,conversions,revenue_usd,bounce_rate,avg_session_duration_sec
2026-01-11,Referral,desktop,102,64,47,4,277.9,0.385,173
2026-01-12,Organic Search,mobile,677,481,395,17,1348.71,0.539,239
2026-01-12,Paid Search,tablet,296,216,191,11,795.19,0.468,185
2026-01-12,Paid Social,mobile,246,151,150,3,163.48,0.294,212
2026-01-12,Email,tablet,160,105,107,8,591.15,0.469,217
2026-01-12,Direct,mobile,216,120,111,3,296.58,0.523,211
2026-01-12,Referral,mobile,84,61,36,2,158.75,0.282,155
2026-01-13,Organic Search,desktop,693,445,452,12,1074.97,0.398,228
2026-01-13,Paid Search,mobile,274,175,134,8,506.7,0.396,199
2026-01-13,Paid Social,desktop,330,203,173,5,365.74,0.518,172
2026-01-13,Email,mobile,144,95,65,2,154.68,0.286,142
2026-01-13,Direct,desktop,226,146,151,7,604.89,0.585,95
2026-01-13,Referral,desktop,100,67,61,2,131.76,0.362,114
2026-01-14,Organic Search,mobile,812,551,508,18,1427.43,0.618,190
2026-01-14,Paid Search,mobile,319,233,149,7,543.58,0.605,155
2026-01-14,Paid Social,desktop,304,234,135,3,159.75,0.435,155
2026-01-14,Email,desktop,147,84,76,6,464.92,0.383,129
2026-01-14,Direct,mobile,204,117,131,5,464.7,0.393,137
2026-01-14,Referral,tablet,88,53,44,1,75.15,0.358,116
2026-01-15,Organic Search,desktop,603,395,364,6,420.44,0.592,46
2026-01-15,Paid Search,mobile,360,207,209,12,912.88,0.569,46
2026-01-15,Paid Social,tablet,327,192,203,4,285.86,0.435,174
2026-01-15,Email,desktop,167,123,83,8,622.09,0.421,113
2026-01-15,Direct,mobile,212,133,90,7,699.32,0.531,113
2026-01-15,Referral,desktop,109,63,49,1,70.9,0.617,45
2026-01-16,Organic Search,desktop,784,536,355,23,1861.58,0.491,103
2026-01-16,Paid Search,desktop,299,184,177,5,381.06,0.359,232
2026-01-16,Paid Social,desktop,261,176,136,6,383.72,0.538,256
2026-01-16,Email,mobile,155,85,97,6,444.99,0.582,129
2026-01-16,Direct,mobile,212,163,98,8,851.33,0.352,146
2026-01-16,Referral,mobile,98,62,54,3,232.68,0.474,67
2026-01-17,Organic Search,mobile,727,533,324,16,1070.91,0.613,126
2026-01-17,Paid Search,mobile,387,247,194,14,1001.14,0.485,246
2026-01-17,Paid Social,desktop,354,225,184,3,199.4,0.395,250
2026-01-17,Email,desktop,153,110,99,4,307.45,0.457,145
2026-01-17,Direct,mobile,245,161,164,7,566.13,0.366,108
2026-01-17,Referral,mobile,113,85,76,5,301.92,0.327,110
2026-01-18,Organic Search,mobile,607,451,352,9,658.92,0.335,228
2026-01-18,Paid Search,desktop,361,223,186,14,1129.29,0.35,247
2026-01-18,Paid Social,mobile,322,184,157,4,242.72,0.433,97
2026-01-18,Email,mobile,195,146,99,6,471.58,0.335,247
2026-01-18,Direct,tablet,228,152,124,7,638.34,0.325,72
2026-01-18,Referral,mobile,125,96,57,1,64.76,0.29,70
2026-01-19,Organic Search,mobile,739,509,399,15,1071.17,0.616,220
2026-01-19,Paid Search,mobile,289,169,190,5,349.14,0.55,178
2026-01-19,Paid Social,desktop,297,177,196,5,259.5,0.618,105
2026-01-19,Email,mobile,167,96,76,6,591.01,0.389,201
2026-01-19,Direct,desktop,202,138,109,5,414.97,0.511,226
2026-01-19,Referral,desktop,86,64,52,2,149.18,0.383,248
2026-01-20,Organic Search,desktop,769,494,435,17,1548.08,0.423,184
2026-01-20,Paid Search,desktop,331,215,149,11,854.91,0.505,49
2026-01-20,Paid Social,desktop,326,237,209,6,327.67,0.374,74
2026-01-20,Email,mobile,160,121,75,8,795.33,0.487,99
2026-01-20,Direct,mobile,230,178,120,2,180.18,0.578,176
2026-01-20,Referral,mobile,107,79,53,2,147.84,0.394,97
2026-01-21,Organic Search,desktop,725,539,488,19,1655.26,0.443,143
2026-01-21,Paid Search,desktop,350,215,170,11,733.87,0.557,230
2026-01-21,Paid Social,tablet,288,180,180,3,205.15,0.319,128
2026-01-21,Email,mobile,143,83,75,10,1002.36,0.304,74
2026-01-21,Direct,mobile,213,160,126,7,580.77,0.424,163
2026-01-21,Referral,desktop,107,74,72,2,121.9,0.527,254
2026-01-22,Organic Search,desktop,764,494,331,15,1316.97,0.563,221
2026-01-22,Paid Search,desktop,373,269,234,17,1102.05,0.579,65
2026-01-22,Paid Social,mobile,300,169,130,4,273.55,0.292,185
2026-01-22,Email,mobile,155,90,99,7,668.39,0.312,129
2026-01-22,Direct,mobile,213,154,117,6,534.41,0.355,89
2026-01-22,Referral,mobile,107,60,49,3,204.82,0.617,74
2026-01-23,Organic Search,desktop,740,473,479,23,1645.65,0.355,186
2026-01-23,Paid Search,mobile,301,204,169,13,804.31,0.297,174
2026-01-23,Paid Social,desktop,289,186,178,5,300.39,0.372,157
2026-01-23,Email,mobile,169,119,73,4,390.79,0.5,81
2026-01-23,Direct,desktop,243,160,161,4,384.03,0.346,191
2026-01-23,Referral,desktop,91,54,48,0,0.0,0.389,122
2026-01-24,Organic Search,desktop,970,592,561,24,2200.32,0.314,68
2026-01-24,Paid Search,desktop,320,184,205,15,1116.85,0.619,54
2026-01-24,Paid Social,tablet,359,275,204,4,290.98,0.45,151
2026-01-24,Email,mobile,183,117,104,5,385.4,0.315,231
2026-01-24,Direct,mobile,284,182,151,13,1391.77,0.413,115
2026-01-24,Referral,desktop,132,86,78,2,134.0,0.409,65
2026-01-25,Organic Search,mobile,880,562,418,22,1613.21,0.561,244
2026-01-25,Paid Search,mobile,425,238,282,19,1440.01,0.282,53
2026-01-25,Paid Social,desktop,349,194,214,6,370.76,0.282,214
2026-01-25,Email,tablet,182,115,103,4,376.73,0.449,160
2026-01-25,Direct,mobile,212,158,99,9,803.49,0.314,219
2026-01-25,Referral,mobile,114,88,65,1,68.74,0.32,215
2026-01-26,Organic Search,mobile,730,452,472,13,1026.46,0.515,80
2026-01-26,Paid Search,desktop,351,242,151,12,799.21,0.327,85
2026-01-26,Paid Social,mobile,267,205,140,9,482.16,0.502,232
2026-01-26,Email,desktop,147,95,63,13,1294.62,0.294,196
2026-01-26,Direct,mobile,213,119,141,4,317.02,0.564,78
2026-01-26,Referral,desktop,97,66,50,0,0.0,0.386,85
2026-01-27,Organic Search,desktop,635,363,409,18,1672.96,0.566,247
2026-01-27,Paid Search,desktop,365,246,204,21,1658.2,0.444,143
2026-01-27,Paid Social,desktop,249,159,110,5,306.87,0.596,176
2026-01-27,Email,desktop,166,99,111,6,593.54,0.612,95
2026-01-27,Direct,mobile,212,119,99,9,850.14,0.493,88
2026-01-27,Referral,desktop,123,92,82,0,0.0,0.429,248
2026-01-28,Organic Search,mobile,696,469,325,15,1270.03,0.428,94
2026-01-28,Paid Search,tablet,378,289,177,11,817.22,0.453,138
2026-01-28,Paid Social,tablet,264,174,139,4,226.87,0.497,55
2026-01-28,Email,mobile,182,137,98,9,814.11,0.546,137
2026-01-28,Direct,mobile,262,182,133,9,971.5,0.406,136
2026-01-28,Referral,mobile,103,74,55,3,185.45,0.348,179
2026-01-29,Organic Search,mobile,699,428,313,13,932.05,0.379,158
2026-01-29,Paid Search,desktop,366,260,170,12,778.98,0.373,111
2026-01-29,Paid Social,mobile,281,200,123,6,406.92,0.557,141
2026-01-29,Email,desktop,151,95,70,5,392.42,0.536,112
2026-01-29,Direct,mobile,219,142,109,4,406.63,0.596,152
2026-01-29,Referral,desktop,85,66,49,4,311.05,0.437,62
2026-01-30,Organic Search,mobile,577,382,303,13,1158.81,0.317,93
2026-01-30,Paid Search,tablet,302,235,195,10,713.22,0.371,175
2026-01-30,Paid Social,mobile,251,170,124,2,106.17,0.603,131
2026-01-30,Email,mobile,152,90,70,5,491.25,0.328,190
2026-01-30,Direct,mobile,200,122,134,5,455.63,0.366,211
2026-01-30,Referral,mobile,103,76,48,2,165.31,0.293,89
2026-01-31,Organic Search,mobile,864,492,451,18,1286.19,0.346,133
2026-01-31,Paid Search,mobile,359,250,215,13,927.74,0.594,97
2026-01-31,Paid Social,mobile,343,196,185,3,185.26,0.378,216
2026-01-31,Email,mobile,179,109,87,4,396.59,0.417,93
2026-01-31,Direct,mobile,259,144,119,10,840.68,0.592,227
2026-01-31,Referral,tablet,136,76,87,3,231.01,0.324,212
2026-02-01,Organic Search,desktop,694,452,449,17,1507.9,0.535,106
2026-02-01,Paid Search,mobile,357,237,196,11,891.33,0.59,98
2026-02-01,Paid Social,desktop,334,223,156,10,672.61,0.592,256
2026-02-01,Email,desktop,184,121,124,6,582.85,0.377,214
2026-02-01,Direct,desktop,216,162,107,5,483.31,0.504,223
2026-02-01,Referral,desktop,103,73,58,0,0.0,0.574,51
2026-02-02,Organic Search,mobile,776,435,477,19,1646.69,0.581,91
2026-02-02,Paid Search,mobile,344,208,165,16,1265.48,0.496,204
2026-02-02,Paid Social,desktop,353,230,207,8,553.45,0.399,169
2026-02-02,Email,desktop,147,111,96,3,232.88,0.311,70
2026-02-02,Direct,mobile,258,146,117,8,816.12,0.495,234
2026-02-02,Referral,desktop,102,72,54,2,125.5,0.551,101
2026-02-03,Organic Search,desktop,817,607,413,23,1573.72,0.54,111
2026-02-03,Paid Search,mobile,335,254,166,10,751.68,0.491,176
2026-02-03,Paid Social,desktop,304,215,181,2,122.78,0.419,63
2026-02-03,Email,mobile,149,107,71,7,656.29,0.441,152
2026-02-03,Direct,tablet,227,150,126,8,637.11,0.455,148
2026-02-03,Referral,mobile,111,73,74,1,63.89,0.312,45
2026-02-04,Organic Search,desktop,703,505,301,11,1011.91,0.337,179
2026-02-04,Paid Search,tablet,351,226,216,15,1107.08,0.537,227
2026-02-04,Paid Social,mobile,249,153,120,4,292.25,0.617,158
2026-02-04,Email,tablet,132,100,62,8,642.51,0.43,256
2026-02-04,Direct,desktop,217,159,106,6,571.26,0.452,181
2026-02-04,Referral,mobile,118,73,59,1,79.19,0.432,93
2026-02-05,Organic Search,mobile,651,361,326,14,1033.32,0.302,56
2026-02-05,Paid Search,mobile,356,265,163,12,868.32,0.304,217
2026-02-05,Paid Social,mobile,308,182,201,3,168.54,0.504,200
2026-02-05,Email,mobile,147,97,73,5,389.99,0.296,120
2026-02-05,Direct,mobile,224,145,131,8,825.32,0.522,67
2026-02-05,Referral,tablet,94,57,40,1,68.65,0.34,222
2026-02-06,Organic Search,mobile,795,607,337,26,1732.35,0.539,253
2026-02-06,Paid Search,desktop,337,228,148,14,1073.68,0.422,167
2026-02-06,Paid Social,mobile,264,149,160,4,250.94,0.386,253
2026-02-06,Email,desktop,176,103,83,11,1022.82,0.353,229
2026-02-06,Direct,desktop,199,120,115,5,497.1,0.616,77
2026-02-06,Referral,mobile,98,61,42,3,196.61,0.394,226
2026-02-07,Organic Search,desktop,759,495,506,12,1085.56,0.446,75
2026-02-07,Paid Search,desktop,390,218,192,11,788.06,0.457,105
2026-02-07,Paid Social,mobile,404,256,238,1,57.15,0.435,129
2026-02-07,Email,mobile,189,127,108,7,570.77,0.423,66
2026-02-07,Direct,tablet,268,148,154,6,614.6,0.495,244
2026-02-07,Referral,mobile,116,75,65,1,82.5,0.286,142
2026-02-08,Organic Search,mobile,884,583,596,14,947.97,0.601,102
2026-02-08,Paid Search,mobile,393,254,260,21,1422.18,0.452,229
2026-02-08,Paid Social,desktop,368,274,191,11,614.15,0.382,51
2026-02-08,Email,mobile,201,141,93,7,572.9,0.399,199
2026-02-08,Direct,desktop,224,167,127,9,794.37,0.293,151
2026-02-08,Referral,tablet,152,109,69,6,439.79,0.522,198
2026-02-09,Organic Search,desktop,841,494,466,14,1162.53,0.285,244
2026-02-09,Paid Search,desktop,353,202,170,6,409.44,0.346,126
2026-02-09,Paid Social,mobile,246,153,109,2,136.01,0.617,244
2026-02-09,Email,mobile,157,97,97,10,977.28,0.428,209
2026-02-09,Direct,mobile,240,183,106,10,803.21,0.503,52
2026-02-09,Referral,desktop,100,68,64,1,68.65,0.294,141
2026-02-10,Organic Search,desktop,761,492,493,20,1558.58,0.391,153
2026-02-10,Paid Search,tablet,367,244,168,12,859.41,0.56,100
2026-02-10,Paid Social,desktop,295,227,188,4,221.92,0.558,170
2026-02-10,Email,mobile,159,91,90,3,266.93,0.557,59
2026-02-10,Direct,mobile,222,155,100,10,832.73,0.39,171
2026-02-10,Referral,desktop,98,57,43,2,159.44,0.444,243
2026-02-11,Organic Search,mobile,915,698,609,16,1258.43,0.421,85
2026-02-11,Paid Search,tablet,366,260,160,12,836.92,0.503,65
2026-02-11,Paid Social,desktop,258,193,117,3,189.96,0.381,58
2026-02-11,Email,mobile,165,105,77,7,579.68,0.397,159
2026-02-11,Direct,mobile,225,154,151,10,1026.28,0.3,137
2026-02-11,Referral,mobile,115,75,51,1,76.8,0.453,200
2026-02-12,Organic Search,mobile,736,508,453,22,1480.48,0.469,91
2026-02-12,Paid Search,mobile,374,241,175,14,928.9,0.312,235
2026-02-12,Paid Social,mobile,281,173,189,5,292.09,0.382,53
2026-02-12,Email,desktop,153,84,93,9,767.4,0.445,138
2026-02-12,Direct,desktop,230,149,132,15,1197.87,0.411,83
2026-02-12,Referral,desktop,113,66,69,4,237.75,0.303,131
2026-02-13,Organic Search,mobile,739,574,350,15,1198.43,0.477,125
2026-02-13,Paid Search,desktop,374,242,224,13,981.59,0.304,81
2026-02-13,Paid Social,desktop,339,208,206,7,487.82,0.31,50
2026-02-13,Email,desktop,151,91,84,8,686.19,0.45,257
2026-02-13,Direct,desktop,240,134,130,9,892.57,0.37,134
2026-02-13,Referral,mobile,103,67,52,1,67.47,0.331,232
2026-02-14,Organic Search,tablet,854,605,546,12,798.42,0.296,208
2026-02-14,Paid Search,tablet,452,326,198,18,1264.54,0.284,172
2026-02-14,Paid Social,mobile,347,205,156,6,412.59,0.536,236
2026-02-14,Email,mobile,152,103,75,10,914.48,0.611,134
2026-02-14,Direct,mobile,316,181,152,5,535.09,0.322,87
2026-02-14,Referral,mobile,139,105,84,3,221.71,0.537,223
2026-02-15,Organic Search,tablet,725,452,435,18,1519.86,0.429,207
2026-02-15,Paid Search,mobile,447,266,250,16,998.99,0.417,170
2026-02-15,Paid Social,desktop,338,241,198,6,379.95,0.486,66
2026-02-15,Email,mobile,183,137,109,7,545.43,0.53,222
2026-02-15,Direct,desktop,240,150,128,9,845.14,0.405,55
2026-02-15,Referral,desktop,134,85,89,1,61.2,0.395,220
2026-02-16,Organic Search,mobile,714,524,320,23,1777.4,0.297,243
2026-02-16,Paid Search,mobile,384,259,182,14,868.75,0.512,249
2026-02-16,Paid Social,desktop,292,164,194,5,327.82,0.437,135
2026-02-16,Email,mobile,136,82,86,3,262.59,0.353,80
2026-02-16,Direct,mobile,237,164,155,9,954.85,0.562,180
2026-02-16,Referral,mobile,108,76,45,2,155.04,0.408,47
2026-02-17,Organic Search,desktop,736,478,374,14,1071.63,0.61,82
2026-02-17,Paid Search,desktop,340,229,186,18,1230.98,0.516,50
2026-02-17,Paid Social,desktop,334,186,193,7,440.15,0.485,130
2026-02-17,Email,mobile,190,133,128,7,654.36,0.561,162
2026-02-17,Direct,desktop,219,163,98,2,207.97,0.306,86
2026-02-17,Referral,desktop,102,63,47,1,77.19,0.584,185
2026-02-18,Organic Search,mobile,671,510,297,20,1845.06,0.42,188
2026-02-18,Paid Search,mobile,364,202,166,10,779.85,0.399,235
2026-02-18,Paid Social,mobile,249,181,122,2,140.46,0.56,238
2026-02-18,Email,desktop,184,110,121,7,615.12,0.396,107
2026-02-18,Direct,mobile,236,156,153,7,637.0,0.438,89
2026-02-18,Referral,mobile,96,68,59,3,197.04,0.58,201
2026-02-19,Organic Search,desktop,767,571,520,19,1645.91,0.434,244
2026-02-19,Paid Search,mobile,302,173,144,10,711.31,0.364,150
2026-02-19,Paid Social,mobile,300,169,170,5,307.0,0.416,146
2026-02-19,Email,mobile,164,108,103,6,569.62,0.57,78
2026-02-19,Direct,mobile,220,158,106,5,468.15,0.603,126
2026-02-19,Referral,mobile,116,87,53,0,0.0,0.576,193
2026-02-20,Organic Search,tablet,719,529,434,20,1451.55,0.338,183
2026-02-20,Paid Search,mobile,330,200,150,10,738.8,0.617,47
2026-02-20,Paid Social,desktop,301,221,154,3,203.0,0.547,74
2026-02-20,Email,mobile,160,88,79,5,396.99,0.436,84
2026-02-20,Direct,desktop,255,173,113,5,508.55,0.403,213
2026-02-20,Referral,mobile,107,71,45,3,236.62,0.307,234
2026-02-21,Organic Search,desktop,937,665,557,21,1919.23,0.314,112
2026-02-21,Paid Search,desktop,464,302,276,28,1827.75,0.552,235
2026-02-21,Paid Social,mobile,349,220,205,4,218.95,0.32,67
2026-02-21,Email,desktop,211,126,126,9,889.99,0.411,224
2026-02-21,Direct,tablet,229,178,146,7,620.22,0.511,210
2026-02-21,Referral,desktop,137,77,78,1,66.59,0.529,84
2026-02-22,Organic Search,mobile,818,614,491,8,652.41,0.376,173
2026-02-22,Paid Search,desktop,442,272,263,19,1632.39,0.531,145
2026-02-22,Paid Social,mobile,329,236,157,5,347.47,0.513,183
2026-02-22,Email,mobile,181,115,78,7,589.99,0.363,90
2026-02-22,Direct,mobile,281,158,174,7,637.61,0.557,113
2026-02-22,Referral,desktop,113,79,60,2,137.32,0.459,113
2026-02-23,Organic Search,desktop,703,406,370,21,1413.07,0.491,143
2026-02-23,Paid Search,mobile,318,190,156,11,673.47,0.335,65
2026-02-23,Paid Social,tablet,325,219,155,8,433.3,0.323,76
2026-02-23,Email,desktop,192,132,129,12,928.78,0.492,135
2026-02-23,Direct,mobile,234,136,158,7,757.24,0.3,243
2026-02-23,Referral,desktop,95,55,53,2,124.79,0.363,228
2026-02-24,Organic Search,mobile,665,518,280,14,951.13,0.481,192
2026-02-24,Paid Search,desktop,463,328,266,15,1251.36,0.507,146
2026-02-24,Paid Social,desktop,275,166,116,3,207.74,0.337,105
2026-02-24,Email,mobile,177,129,118,5,471.17,0.33,241
2026-02-24,Direct,mobile,206,120,87,9,924.69,0.61,66
2026-02-24,Referral,desktop,106,71,53,2,126.15,0.44,184
2026-02-25,Organic Search,desktop,790,526,500,20,1717.01,0.578,176
2026-02-25,Paid Search,mobile,426,293,186,8,600.26,0.335,176
2026-02-25,Paid Social,desktop,285,177,160,4,263.35,0.351,255
2026-02-25,Email,desktop,179,122,86,4,376.67,0.481,68
2026-02-25,Direct,desktop,222,137,144,8,689.79,0.521,248
2026-02-25,Referral,desktop,112,67,58,2,144.87,0.387,75
2026-02-26,Organic Search,mobile,839,577,434,13,952.01,0.358,256
2026-02-26,Paid Search,mobile,428,235,200,14,1182.89,0.54,141
2026-02-26,Paid Social,mobile,266,174,156,3,212.33,0.313,184
2026-02-26,Email,desktop,144,95,83,3,238.01,0.483,140
2026-02-26,Direct,tablet,220,139,117,4,402.61,0.432,48
2026-02-26,Referral,desktop,111,79,71,2,146.81,0.487,102
2026-02-27,Organic Search,mobile,863,605,537,17,1222.36,0.434,162
2026-02-27,Paid Search,tablet,294,226,159,5,355.17,0.368,81
2026-02-27,Paid Social,tablet,265,204,163,5,294.63,0.5,85
2026-02-27,Email,desktop,165,100,99,7,629.96,0.334,189
2026-02-27,Direct,desktop,213,125,107,5,417.07,0.346,161
2026-02-27,Referral,mobile,100,76,53,0,0.0,0.525,208
2026-02-28,Organic Search,mobile,828,603,428,13,1215.39,0.302,222
2026-02-28,Paid Search,desktop,355,253,228,2,152.57,0.4,71
2026-02-28,Paid Social,mobile,312,176,135,4,291.28,0.608,75
2026-02-28,Email,mobile,208,147,92,4,356.65,0.615,189
2026-02-28,Direct,desktop,267,188,114,7,542.42,0.452,246
2026-02-28,Referral,desktop,106,62,46,2,159.03,0.329,106
2026-03-01,Organic Search,tablet,801,542,482,16,1303.23,0.312,78
2026-03-01,Paid Search,desktop,411,313,270,20,1434.02,0.281,58
2026-03-01,Paid Social,desktop,311,196,187,6,329.86,0.534,121
2026-03-01,Email,mobile,191,119,93,10,918.49,0.327,218
2026-03-01,Direct,desktop,262,183,142,4,375.43,0.314,80
2026-03-01,Referral,desktop,125,76,64,4,288.98,0.593,109
2026-03-02,Organic Search,mobile,771,485,484,18,1670.73,0.468,103
2026-03-02,Paid Search,desktop,370,271,165,12,747.4,0.307,194
2026-03-02,Paid Social,mobile,291,182,139,6,432.99,0.328,251
2026-03-02,Email,mobile,158,112,95,7,609.57,0.39,67
2026-03-02,Direct,mobile,229,140,101,7,681.57,0.423,64
2026-03-02,Referral,mobile,108,77,61,2,163.97,0.537,151
2026-03-03,Organic Search,desktop,717,549,360,27,2319.85,0.296,58
2026-03-03,Paid Search,mobile,406,229,269,16,1227.83,0.379,58
2026-03-03,Paid Social,mobile,330,187,165,4,267.84,0.552,174
2026-03-03,Email,desktop,164,122,90,10,794.84,0.289,97
2026-03-03,Direct,desktop,201,134,130,5,440.92,0.559,78
2026-03-03,Referral,desktop,103,72,64,3,204.4,0.291,69
2026-03-04,Organic Search,desktop,759,503,389,16,1356.93,0.507,113
2026-03-04,Paid Search,mobile,389,267,195,14,1085.21,0.326,139
2026-03-04,Paid Social,tablet,283,211,130,4,208.27,0.591,142
2026-03-04,Email,mobile,175,131,115,5,457.73,0.467,248
2026-03-04,Direct,desktop,215,125,129,2,201.87,0.595,61
2026-03-04,Referral,mobile,100,69,43,2,161.12,0.579,219
2026-03-05,Organic Search,desktop,696,463,310,11,882.81,0.298,109
2026-03-05,Paid Search,desktop,303,221,131,15,1047.38,0.504,131
2026-03-05,Paid Social,desktop,312,177,202,8,510.88,0.47,256
2026-03-05,Email,desktop,178,120,89,1,88.93,0.37,85
2026-03-05,Direct,mobile,192,144,97,7,614.6,0.559,193
2026-03-05,Referral,mobile,103,57,69,4,321.76,0.287,215
2026-03-06,Organic Search,tablet,650,358,321,18,1497.93,0.382,111
2026-03-06,Paid Search,tablet,329,214,185,11,793.04,0.561,240
2026-03-06,Paid Social,mobile,319,207,192,6,400.77,0.535,190
2026-03-06,Email,mobile,167,110,95,8,714.68,0.324,220
2026-03-06,Direct,mobile,218,139,139,6,464.22,0.499,199
2026-03-06,Referral,mobile,128,94,76,5,378.65,0.616,253
2026-03-07,Organic Search,desktop,800,552,371,20,1610.39,0.575,68
2026-03-07,Paid Search,mobile,408,264,182,16,1174.5,0.297,48
2026-03-07,Paid Social,mobile,362,257,226,6,330.88,0.383,236
2026-03-07,Email,mobile,185,111,93,7,705.12,0.319,228
2026-03-07,Direct,mobile,269,169,149,9,838.98,0.595,178
2026-03-07,Referral,mobile,129,85,84,5,391.32,0.573,148
2026-03-08,Organic Search,desktop,807,585,368,15,1126.49,0.412,221
2026-03-08,Paid Search,desktop,441,250,273,15,1191.1,0.591,217
2026-03-08,Paid Social,tablet,389,283,192,6,414.35,0.31,54
2026-03-08,Email,desktop,188,122,92,7,545.09,0.598,45
2026-03-08,Direct,mobile,212,126,101,5,484.69,0.583,174
2026-03-08,Referral,mobile,131,76,65,3,196.06,0.433,224
2026-03-09,Organic Search,desktop,704,530,418,12,830.45,0.608,173
2026-03-09,Paid Search,mobile,327,184,207,13,970.66,0.374,51
2026-03-09,Paid Social,desktop,272,152,167,3,171.37,0.572,108
2026-03-09,Email,desktop,165,98,82,4,334.65,0.579,57
2026-03-09,Direct,mobile,221,166,131,5,420.39,0.324,126
2026-03-09,Referral,desktop,120,82,59,3,239.58,0.389,167
